
The	the	DET	DT	O
evoked	evoked	ADJ	JJ	O
peak	peak	NOUN	NN	O
twitch	twitch	NOUN	NN	O
and	and	CCONJ	CC	O
tetanic	tetanic	ADJ	JJ	B-Disease
tensions	tension	NOUN	NNS	O
were	be	VERB	VBD	O
less	less	ADJ	JJR	O
in	in	ADP	IN	O
the	the	DET	DT	O
P100	P100	PROPN	NNP	O
group	group	NOUN	NN	O
than	than	ADP	IN	O
in	in	ADP	IN	O
the	the	DET	DT	O
P10	P10	PROPN	NNP	O
or	or	CCONJ	CC	O
S	S	PROPN	NNP	O
groups	group	NOUN	NNS	O
,	,	PUNCT	,	O
however	however	ADV	RB	O
,	,	PUNCT	,	O
tension	tension	NOUN	NN	O
per	per	ADP	IN	O
milligram	milligram	NOUN	NN	O
of	of	ADP	IN	O
muscle	muscle	NOUN	NN	O
mass	mass	NOUN	NN	O
was	be	VERB	VBD	O
greater	great	ADJ	JJR	O
in	in	ADP	IN	O
the	the	DET	DT	O
P100	P100	PROPN	NNP	O
group	group	NOUN	NN	O
than	than	ADP	IN	O
in	in	ADP	IN	O
the	the	DET	DT	O
S	S	PROPN	NNP	O
group	group	NOUN	NN	O
.	.	PUNCT	.	O

The	the	DET	DT	O
50	50	NUM	CD	O
%	%	NOUN	NN	O
effective	effective	ADJ	JJ	O
dose	dose	NOUN	NN	O
of	of	ADP	IN	O
d	d	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	I-Chemical
tubocurarine	tubocurarine	NOUN	NN	I-Chemical
(	(	PUNCT	-LRB-	O
microg	microg	NOUN	NN	O
/	/	SYM	SYM	O
kg	kg	NOUN	NN	O
)	)	PUNCT	-RRB-	O
in	in	ADP	IN	O
the	the	DET	DT	O
tibialis	tibialis	NOUN	NN	O
muscle	muscle	NOUN	NN	O
was	be	VERB	VBD	O
smaller	small	ADJ	JJR	O
in	in	ADP	IN	O
the	the	DET	DT	O
P10	P10	PROPN	NNP	O
(	(	PUNCT	-LRB-	O
33	33	NUM	CD	O
.	.	PUNCT	.	O
6	6	NUM	CD	O
+	+	SYM	SYM	O
/	/	SYM	SYM	O
-	-	PUNCT	HYPH	O
5	5	NUM	CD	O
.	.	PUNCT	.	O
4	4	PUNCT	LS	O
)	)	PUNCT	-RRB-	O
than	than	ADP	IN	O
in	in	ADP	IN	O
the	the	DET	DT	O
S	S	PROPN	NNP	O
(	(	PUNCT	-LRB-	O
61	61	NUM	CD	O
.	.	PUNCT	.	O
9	9	NUM	CD	O
+	+	SYM	SYM	O
/	/	SYM	SYM	O
-	-	PUNCT	HYPH	O
5	5	NUM	CD	O
.	.	PUNCT	.	O
0	0	PUNCT	NFP	O
)	)	PUNCT	-RRB-	O
or	or	CCONJ	CC	O
the	the	DET	DT	O
P100	P100	PROPN	NNP	O
(	(	PUNCT	-LRB-	O
71	71	NUM	CD	O
.	.	PUNCT	.	O
3	3	NUM	CD	O
+	+	SYM	SYM	O
/	/	SYM	SYM	O
-	-	PUNCT	HYPH	O
9	9	NUM	CD	O
.	.	PUNCT	.	O
6	6	NUM	CD	O
)	)	PUNCT	-RRB-	O
groups	group	NOUN	NNS	O
.	.	PUNCT	.	O

AChR	AChR	PROPN	NNP	O
expression	expression	NOUN	NN	O
was	be	VERB	VBD	O
less	less	ADJ	JJR	O
in	in	ADP	IN	O
the	the	DET	DT	O
P10	P10	PROPN	NNP	O
group	group	NOUN	NN	O
than	than	ADP	IN	O
in	in	ADP	IN	O
the	the	DET	DT	O
S	S	PROPN	NNP	O
group	group	NOUN	NN	O
.	.	PUNCT	.	O

The	the	DET	DT	O
evoked	evoked	ADJ	JJ	O
tensions	tension	NOUN	NNS	O
correlated	correlate	VERB	VBD	O
with	with	ADP	IN	O
muscle	muscle	NOUN	NN	O
mass	mass	NOUN	NN	O
(	(	PUNCT	-LRB-	O
r	r	NOUN	NN	O
(	(	PUNCT	-LRB-	O
2	2	NUM	CD	O
)	)	PUNCT	-RRB-	O
=	=	VERB	VBZ	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
32	32	NUM	CD	O
,	,	PUNCT	,	O
P	p	NOUN	NN	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
001	001	NUM	CD	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
however	however	ADV	RB	O
,	,	PUNCT	,	O
not	not	ADV	RB	O
with	with	ADP	IN	O
expression	expression	NOUN	NN	O
of	of	ADP	IN	O
AChR	AChR	PROPN	NNP	O
.	.	PUNCT	.	O

The	the	DET	DT	O
50	50	NUM	CD	O
%	%	NOUN	NN	O
effective	effective	ADJ	JJ	O
dose	dose	NOUN	NN	O
of	of	ADP	IN	O
d	d	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	I-Chemical
tubocurarine	tubocurarine	NOUN	NN	I-Chemical
did	do	VERB	VBD	O
not	not	ADV	RB	O
correlate	correlate	VERB	VB	O
with	with	ADP	IN	O
muscle	muscle	NOUN	NN	O
mass	mass	NOUN	NN	O
or	or	CCONJ	CC	O
AChR	AChR	PROPN	NNP	O
expression	expression	NOUN	NN	O
.	.	PUNCT	.	O

Our	-PRON-	DET	PRP$	O
results	result	NOUN	NNS	O
suggest	suggest	VERB	VBP	O
that	that	ADP	IN	O
the	the	DET	DT	O
neuromuscular	neuromuscular	ADJ	JJ	B-Disease
dysfunction	dysfunction	NOUN	NN	I-Disease
after	after	ADP	IN	O
prednisolone	prednisolone	NOUN	NN	B-Chemical
is	be	VERB	VBZ	O
dose	dose	NOUN	NN	O
-	-	PUNCT	HYPH	O
dependent	dependent	ADJ	JJ	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
derives	derive	VERB	VBZ	O
primarily	primarily	ADV	RB	O
from	from	ADP	IN	O
muscle	muscle	NOUN	NN	B-Disease
atrophy	atrophy	NOUN	NN	I-Disease
and	and	CCONJ	CC	O
derives	derive	VERB	VBZ	O
less	less	ADV	RBR	O
so	so	ADV	RB	O
from	from	ADP	IN	O
changes	change	NOUN	NNS	O
in	in	ADP	IN	O
AChR	AChR	PROPN	NNP	O
expression	expression	NOUN	NN	O
.	.	PUNCT	.	O

IMPLICATIONS	implications	NOUN	NN	O
:	:	PUNCT	:	O
The	the	DET	DT	O
mechanisms	mechanism	NOUN	NNS	O
by	by	ADP	IN	O
which	which	DET	WDT	O
chronic	chronic	ADJ	JJ	O
glucocorticoid	glucocorticoid	NOUN	NN	O
therapy	therapy	NOUN	NN	O
alters	alter	NOUN	NNS	O
neuromuscular	neuromuscular	ADJ	JJ	O
physiology	physiology	NOUN	NN	O
and	and	CCONJ	CC	O
pharmacology	pharmacology	NOUN	NN	O
are	be	VERB	VBP	O
unclear	unclear	ADJ	JJ	O
.	.	PUNCT	.	O

We	-PRON-	PRON	PRP	O
suggest	suggest	VERB	VBP	O
that	that	ADP	IN	O
the	the	DET	DT	O
observed	observed	ADJ	JJ	O
effects	effect	NOUN	NNS	O
are	be	VERB	VBP	O
dose	dose	NOUN	NN	O
-	-	PUNCT	HYPH	O
dependent	dependent	ADJ	JJ	O
and	and	CCONJ	CC	O
derive	derive	VERB	VBP	O
primarily	primarily	ADV	RB	O
from	from	ADP	IN	O
muscle	muscle	NOUN	NN	B-Disease
atrophy	atrophy	NOUN	NN	I-Disease
and	and	CCONJ	CC	O
derive	derive	VERB	VB	O
less	less	ADJ	JJR	O
from	from	ADP	IN	O
changes	change	NOUN	NNS	O
in	in	ADP	IN	O
acetylcholine	acetylcholine	NOUN	NN	B-Chemical
receptor	receptor	NOUN	NN	O
expression	expression	NOUN	NN	O
.	.	PUNCT	.	O

Apomorphine	apomorphine	NOUN	NN	B-Chemical
:	:	PUNCT	:	O
an	an	DET	DT	O
underutilized	underutilize	VERB	VBN	O
therapy	therapy	NOUN	NN	O
for	for	ADP	IN	O
Parkinson	Parkinson	PROPN	NNP	B-Disease
'	'	PART	POS	I-Disease
s	s	PART	POS	I-Disease
disease	disease	NOUN	NN	I-Disease
.	.	PUNCT	.	O

Apomorphine	Apomorphine	PROPN	NNP	B-Chemical
was	be	VERB	VBD	O
the	the	DET	DT	O
first	first	ADJ	JJ	O
dopaminergic	dopaminergic	ADJ	JJ	O
drug	drug	NOUN	NN	O
ever	ever	ADV	RB	O
used	use	VERB	VBN	O
to	to	PART	TO	O
treat	treat	VERB	VB	O
symptoms	symptom	NOUN	NNS	O
of	of	ADP	IN	O
Parkinson	Parkinson	PROPN	NNP	B-Disease
'	'	PART	POS	I-Disease
s	s	PART	POS	I-Disease
disease	disease	NOUN	NN	I-Disease
.	.	PUNCT	.	O

While	while	ADP	IN	O
powerful	powerful	ADJ	JJ	O
antiparkinsonian	antiparkinsonian	ADJ	JJ	O
effects	effect	NOUN	NNS	O
had	have	VERB	VBD	O
been	be	VERB	VBN	O
observed	observe	VERB	VBN	O
as	as	ADV	RB	O
early	early	ADV	RB	O
as	as	ADP	IN	O
1951	1951	NUM	CD	O
,	,	PUNCT	,	O
the	the	DET	DT	O
potential	potential	NOUN	NN	O
of	of	ADP	IN	O
treating	treat	VERB	VBG	O
fluctuating	fluctuate	VERB	VBG	O
Parkinson	Parkinson	PROPN	NNP	B-Disease
'	'	PART	POS	I-Disease
s	s	PART	POS	I-Disease
disease	disease	NOUN	NN	I-Disease
by	by	ADP	IN	O
subcutaneous	subcutaneous	ADJ	JJ	O
administration	administration	NOUN	NN	O
of	of	ADP	IN	O
apomorphine	apomorphine	NOUN	NN	B-Chemical
has	have	VERB	VBZ	O
only	only	ADV	RB	O
recently	recently	ADV	RB	O
become	become	VERB	VBN	O
the	the	DET	DT	O
subject	subject	NOUN	NN	O
of	of	ADP	IN	O
systematic	systematic	ADJ	JJ	O
study	study	NOUN	NN	O
.	.	PUNCT	.	O

A	a	DET	DT	O
number	number	NOUN	NN	O
of	of	ADP	IN	O
small	small	ADJ	JJ	O
scale	scale	NOUN	NN	O
clinical	clinical	ADJ	JJ	O
trials	trial	NOUN	NNS	O
have	have	VERB	VBP	O
unequivocally	unequivocally	ADV	RB	O
shown	show	VERB	VBN	O
that	that	ADP	IN	O
intermittent	intermittent	ADJ	JJ	O
subcutaneous	subcutaneous	ADJ	JJ	O
apomorphine	apomorphine	ADJ	JJ	B-Chemical
injections	injection	NOUN	NNS	O
produce	produce	VERB	VBP	O
antiparkinsonian	antiparkinsonian	ADJ	JJ	O
benefit	benefit	NOUN	NN	O
close	close	ADV	RB	O
if	if	ADP	IN	O
not	not	ADV	RB	O
identical	identical	ADJ	JJ	O
to	to	ADP	IN	O
that	that	DET	DT	O
seen	see	VERB	VBN	O
with	with	ADP	IN	O
levodopa	levodopa	ADJ	JJ	B-Chemical
and	and	CCONJ	CC	O
that	that	ADP	IN	O
apomorphine	apomorphine	ADJ	JJ	B-Chemical
rescue	rescue	NOUN	NN	O
injections	injection	NOUN	NNS	O
can	can	VERB	MD	O
reliably	reliably	ADV	RB	O
revert	revert	VERB	VB	O
off	off	PART	RP	O
-	-	PUNCT	HYPH	O
periods	period	NOUN	NNS	O
even	even	ADV	RB	O
in	in	ADP	IN	O
patients	patient	NOUN	NNS	O
with	with	ADP	IN	O
complex	complex	ADJ	JJ	O
on	on	ADP	IN	O
-	-	PUNCT	HYPH	O
off	off	PART	RP	O
motor	motor	NOUN	NN	O
swings	swing	NOUN	NNS	O
.	.	PUNCT	.	O

Continuous	continuous	ADJ	JJ	O
subcutaneous	subcutaneous	ADJ	JJ	O
apomorphine	apomorphine	NOUN	NN	B-Chemical
infusions	infusion	NOUN	NNS	O
can	can	VERB	MD	O
reduce	reduce	VERB	VB	O
daily	daily	ADV	RB	O
off	off	ADP	IN	O
-	-	PUNCT	HYPH	O
time	time	NOUN	NN	O
by	by	ADP	IN	O
more	more	ADJ	JJR	O
than	than	ADP	IN	O
50	50	NUM	CD	O
%	%	NOUN	NN	O
in	in	ADP	IN	O
this	this	DET	DT	O
group	group	NOUN	NN	O
of	of	ADP	IN	O
patients	patient	NOUN	NNS	O
,	,	PUNCT	,	O
which	which	DET	WDT	O
appears	appear	VERB	VBZ	O
to	to	PART	TO	O
be	be	VERB	VB	O
a	a	DET	DT	O
stronger	strong	ADJ	JJR	O
effect	effect	NOUN	NN	O
than	than	ADP	IN	O
that	that	DET	DT	O
generally	generally	ADV	RB	O
seen	see	VERB	VBN	O
with	with	ADP	IN	O
add	add	VERB	VB	O
-	-	PUNCT	HYPH	O
on	on	PART	RP	O
therapy	therapy	NOUN	NN	O
with	with	ADP	IN	O
oral	oral	ADJ	JJ	O
dopamine	dopamine	NOUN	NN	B-Chemical
agonists	agonist	NOUN	NNS	O
or	or	CCONJ	CC	O
COMT	COMT	PROPN	NNP	O
inhibitors	inhibitor	NOUN	NNS	O
.	.	PUNCT	.	O

Extended	extend	VERB	VBN	O
follow	follow	NOUN	NN	O
-	-	PUNCT	HYPH	O
up	up	PART	RP	O
studies	study	NOUN	NNS	O
of	of	ADP	IN	O
up	up	ADP	IN	O
to	to	PART	TO	O
8	8	NUM	CD	O
years	year	NOUN	NNS	O
have	have	VERB	VBP	O
demonstrated	demonstrate	VERB	VBN	O
long	long	ADJ	JJ	O
-	-	PUNCT	HYPH	O
term	term	NOUN	NN	O
persistence	persistence	NOUN	NN	O
of	of	ADP	IN	O
apomorphine	apomorphine	ADJ	JJ	B-Chemical
efficacy	efficacy	NOUN	NN	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
addition	addition	NOUN	NN	O
,	,	PUNCT	,	O
there	there	ADV	EX	O
is	be	VERB	VBZ	O
convincing	convince	VERB	VBG	O
clinical	clinical	ADJ	JJ	O
evidence	evidence	NOUN	NN	O
that	that	DET	DT	O
monotherapy	monotherapy	NOUN	NN	O
with	with	ADP	IN	O
continuous	continuous	ADJ	JJ	O
subcutaneous	subcutaneous	ADJ	JJ	O
apomorphine	apomorphine	NOUN	NN	B-Chemical
infusions	infusion	NOUN	NNS	O
is	be	VERB	VBZ	O
associated	associate	VERB	VBN	O
with	with	ADP	IN	O
marked	marked	ADJ	JJ	O
reductions	reduction	NOUN	NNS	O
of	of	ADP	IN	O
preexisting	preexist	VERB	VBG	O
levodopa	levodopa	ADJ	JJ	B-Chemical
-	-	PUNCT	HYPH	O
induced	induced	ADJ	JJ	O
dyskinesias	dyskinesia	NOUN	NNS	B-Disease
.	.	PUNCT	.	O

The	the	DET	DT	O
main	main	ADJ	JJ	O
side	side	NOUN	NN	O
effects	effect	NOUN	NNS	O
of	of	ADP	IN	O
subcutaneous	subcutaneous	ADJ	JJ	O
apomorphine	apomorphine	ADJ	JJ	B-Chemical
treatment	treatment	NOUN	NN	O
are	be	VERB	VBP	O
related	relate	VERB	VBN	O
to	to	ADP	IN	O
cutaneous	cutaneous	ADJ	JJ	O
tolerability	tolerability	NOUN	NN	O
problems	problem	NOUN	NNS	O
,	,	PUNCT	,	O
whereas	whereas	ADP	IN	O
sedation	sedation	NOUN	NN	O
and	and	CCONJ	CC	O
psychiatric	psychiatric	ADJ	JJ	B-Disease
complications	complication	NOUN	NNS	O
play	play	VERB	VBP	O
a	a	DET	DT	O
lesser	less	ADJ	JJR	O
role	role	NOUN	NN	O
.	.	PUNCT	.	O

Given	give	VERB	VBN	O
the	the	DET	DT	O
marked	marked	ADJ	JJ	O
degree	degree	NOUN	NN	O
of	of	ADP	IN	O
efficacy	efficacy	NOUN	NN	O
of	of	ADP	IN	O
subcutaneous	subcutaneous	ADJ	JJ	O
apomorphine	apomorphine	ADJ	JJ	B-Chemical
treatment	treatment	NOUN	NN	O
in	in	ADP	IN	O
fluctuating	fluctuate	VERB	VBG	O
Parkinson	Parkinson	PROPN	NNP	B-Disease
'	'	PART	POS	I-Disease
s	s	PART	POS	I-Disease
disease	disease	NOUN	NN	I-Disease
,	,	PUNCT	,	O
this	this	DET	DT	O
approach	approach	NOUN	NN	O
seems	seem	VERB	VBZ	O
to	to	PART	TO	O
deserve	deserve	VERB	VB	O
more	more	ADV	RBR	O
widespread	widespread	ADJ	JJ	O
clinical	clinical	ADJ	JJ	O
use	use	NOUN	NN	O
.	.	PUNCT	.	O

Probing	probe	VERB	VBG	O
peripheral	peripheral	ADJ	JJ	O
and	and	CCONJ	CC	O
central	central	ADJ	JJ	O
cholinergic	cholinergic	NOUN	NN	O
system	system	NOUN	NN	O
responses	response	NOUN	NNS	O
.	.	PUNCT	.	O

OBJECTIVE	OBJECTIVE	PROPN	NNP	O
:	:	PUNCT	:	O
The	the	DET	DT	O
pharmacological	pharmacological	ADJ	JJ	O
response	response	NOUN	NN	O
to	to	ADP	IN	O
drugs	drug	NOUN	NNS	O
that	that	DET	WDT	O
act	act	VERB	VBP	O
on	on	ADP	IN	O
the	the	DET	DT	O
cholinergic	cholinergic	NOUN	NN	O
system	system	NOUN	NN	O
of	of	ADP	IN	O
the	the	DET	DT	O
iris	iris	NOUN	NN	O
has	have	VERB	VBZ	O
been	be	VERB	VBN	O
used	use	VERB	VBN	O
to	to	PART	TO	O
predict	predict	VERB	VB	O
deficits	deficit	NOUN	NNS	O
in	in	ADP	IN	O
central	central	ADJ	JJ	O
cholinergic	cholinergic	NOUN	NN	O
functioning	functioning	NOUN	NN	O
due	due	ADP	IN	O
to	to	ADP	IN	O
diseases	disease	NOUN	NNS	O
such	such	ADJ	JJ	O
as	as	ADP	IN	O
Alzheimer	Alzheimer	PROPN	NNP	B-Disease
'	'	PUNCT	''	I-Disease
s	s	PART	POS	I-Disease
disease	disease	NOUN	NN	I-Disease
,	,	PUNCT	,	O
yet	yet	CCONJ	CC	O
correlations	correlation	NOUN	NNS	O
between	between	ADP	IN	O
central	central	ADJ	JJ	O
and	and	CCONJ	CC	O
peripheral	peripheral	ADJ	JJ	O
responses	response	NOUN	NNS	O
have	have	VERB	VBP	O
not	not	ADV	RB	O
been	be	VERB	VBN	O
properly	properly	ADV	RB	O
studied	study	VERB	VBN	O
.	.	PUNCT	.	O

This	this	DET	DT	O
study	study	NOUN	NN	O
assessed	assess	VERB	VBD	O
the	the	DET	DT	O
effect	effect	NOUN	NN	O
of	of	ADP	IN	O
normal	normal	ADJ	JJ	O
aging	aging	NOUN	NN	O
on	on	ADP	IN	O
(	(	PUNCT	-LRB-	O
1	1	PUNCT	LS	O
)	)	PUNCT	-RRB-	O
the	the	DET	DT	O
tropicamide	tropicamide	ADV	RB	B-Chemical
-	-	PUNCT	HYPH	O
induced	induced	ADJ	JJ	O
increase	increase	NOUN	NN	O
in	in	ADP	IN	O
pupil	pupil	NOUN	NN	O
diameter	diameter	NOUN	NN	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
(	(	PUNCT	-LRB-	O
2	2	PUNCT	LS	O
)	)	PUNCT	-RRB-	O
the	the	DET	DT	O
reversal	reversal	NOUN	NN	O
of	of	ADP	IN	O
this	this	DET	DT	O
effect	effect	NOUN	NN	O
with	with	ADP	IN	O
pilocarpine	pilocarpine	NOUN	NN	B-Chemical
.	.	PUNCT	.	O

Scopolamine	Scopolamine	PROPN	NNP	B-Chemical
was	be	VERB	VBD	O
used	use	VERB	VBN	O
as	as	ADP	IN	O
a	a	DET	DT	O
positive	positive	ADJ	JJ	O
control	control	NOUN	NN	O
to	to	PART	TO	O
detect	detect	VERB	VB	O
age	age	NOUN	NN	O
-	-	PUNCT	HYPH	O
dependent	dependent	ADJ	JJ	O
changes	change	NOUN	NNS	O
in	in	ADP	IN	O
central	central	ADJ	JJ	O
cholinergic	cholinergic	NOUN	NN	O
functioning	functioning	NOUN	NN	O
in	in	ADP	IN	O
the	the	DET	DT	O
elderly	elderly	ADJ	JJ	O
.	.	PUNCT	.	O

DESIGN	design	NOUN	NN	O
:	:	PUNCT	:	O
Randomized	randomize	VERB	VBN	O
double	double	ADJ	JJ	O
-	-	PUNCT	HYPH	O
blind	blind	ADJ	JJ	O
controlled	control	VERB	VBN	O
trial	trial	NOUN	NN	O
.	.	PUNCT	.	O

PARTICIPANTS	participant	NOUN	NNS	O
:	:	PUNCT	:	O
Ten	ten	NUM	CD	O
healthy	healthy	ADJ	JJ	O
elderly	elderly	ADJ	JJ	O
(	(	PUNCT	-LRB-	O
mean	mean	ADJ	JJ	O
age	age	NOUN	NN	O
70	70	NUM	CD	O
)	)	PUNCT	-RRB-	O
and	and	CCONJ	CC	O
9	9	NUM	CD	O
young	young	ADJ	JJ	O
(	(	PUNCT	-LRB-	O
mean	mean	ADJ	JJ	O
age	age	NOUN	NN	O
33	33	NUM	CD	O
)	)	PUNCT	-RRB-	O
volunteers	volunteer	NOUN	NNS	O
.	.	PUNCT	.	O

INTERVENTIONS	intervention	NOUN	NNS	O
:	:	PUNCT	:	O
Pupil	pupil	NOUN	NN	O
diameter	diameter	NOUN	NN	O
was	be	VERB	VBD	O
monitored	monitor	VERB	VBN	O
using	use	VERB	VBG	O
a	a	DET	DT	O
computerized	computerized	ADJ	JJ	O
infrared	infrared	ADJ	JJ	O
pupillometer	pupillometer	NOUN	NN	O
over	over	ADP	IN	O
4	4	NUM	CD	O
hours	hour	NOUN	NNS	O
.	.	PUNCT	.	O

The	the	DET	DT	O
study	study	NOUN	NN	O
involved	involve	VERB	VBD	O
4	4	NUM	CD	O
sessions	session	NOUN	NNS	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
1	1	NUM	CD	O
session	session	NOUN	NN	O
,	,	PUNCT	,	O
tropicamide	tropicamide	NOUN	NN	B-Chemical
(	(	PUNCT	-LRB-	O
20	20	NUM	CD	O
microL	microL	PROPN	NNP	O
,	,	PUNCT	,	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
01	01	NUM	CD	O
%	%	NOUN	NN	O
)	)	PUNCT	-RRB-	O
was	be	VERB	VBD	O
administered	administer	VERB	VBN	O
to	to	ADP	IN	O
one	one	NUM	CD	O
eye	eye	NOUN	NN	O
and	and	CCONJ	CC	O
placebo	placebo	NOUN	NN	O
to	to	ADP	IN	O
the	the	DET	DT	O
other	other	ADJ	JJ	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
another	another	DET	DT	O
session	session	NOUN	NN	O
,	,	PUNCT	,	O
tropicamide	tropicamide	VERB	VB	B-Chemical
(	(	PUNCT	-LRB-	O
20	20	NUM	CD	O
microL	microL	PROPN	NNP	O
,	,	PUNCT	,	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
01	01	NUM	CD	O
%	%	NOUN	NN	O
)	)	PUNCT	-RRB-	O
was	be	VERB	VBD	O
administered	administer	VERB	VBN	O
to	to	ADP	IN	O
both	both	DET	DT	O
eyes	eye	NOUN	NNS	O
,	,	PUNCT	,	O
followed	follow	VERB	VBD	O
23	23	NUM	CD	O
minutes	minute	NOUN	NNS	O
later	later	ADV	RB	O
by	by	ADP	IN	O
the	the	DET	DT	O
application	application	NOUN	NN	O
of	of	ADP	IN	O
pilocarpine	pilocarpine	NOUN	NN	B-Chemical
(	(	PUNCT	-LRB-	O
20	20	NUM	CD	O
microL	microL	PROPN	NNP	O
,	,	PUNCT	,	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
1	1	NUM	CD	O
%	%	NOUN	NN	O
)	)	PUNCT	-RRB-	O
to	to	ADP	IN	O
one	one	NUM	CD	O
eye	eye	NOUN	NN	O
and	and	CCONJ	CC	O
placebo	placebo	NOUN	NN	O
to	to	ADP	IN	O
the	the	DET	DT	O
other	other	ADJ	JJ	O
.	.	PUNCT	.	O

All	all	DET	DT	O
eye	eye	NOUN	NN	O
drops	drop	NOUN	NNS	O
were	be	VERB	VBD	O
given	give	VERB	VBN	O
in	in	ADP	IN	O
a	a	DET	DT	O
randomized	randomized	ADJ	JJ	O
order	order	NOUN	NN	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
2	2	NUM	CD	O
separate	separate	ADJ	JJ	O
sessions	session	NOUN	NNS	O
,	,	PUNCT	,	O
a	a	DET	DT	O
single	single	ADJ	JJ	O
dose	dose	NOUN	NN	O
of	of	ADP	IN	O
scopolamine	scopolamine	NOUN	NN	B-Chemical
(	(	PUNCT	-LRB-	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
5	5	NUM	CD	O
mg	mg	NOUN	NN	O
,	,	PUNCT	,	O
intravenously	intravenously	ADV	RB	O
)	)	PUNCT	-RRB-	O
or	or	CCONJ	CC	O
placebo	placebo	NOUN	NN	O
was	be	VERB	VBD	O
administered	administer	VERB	VBN	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
the	the	DET	DT	O
effects	effect	NOUN	NNS	O
on	on	ADP	IN	O
word	word	NOUN	NN	O
recall	recall	NOUN	NN	O
were	be	VERB	VBD	O
measured	measure	VERB	VBN	O
using	use	VERB	VBG	O
the	the	DET	DT	O
Buschke	Buschke	PROPN	NNP	O
Selective	Selective	PROPN	NNP	O
Reminding	Reminding	PROPN	NNP	O
Test	test	NOUN	NN	O
over	over	ADP	IN	O
2	2	NUM	CD	O
hours	hour	NOUN	NNS	O
.	.	PUNCT	.	O

OUTCOME	OUTCOME	PROPN	NNP	O
MEASURES	MEASURES	PROPN	NNP	O
:	:	PUNCT	:	O
Pupil	pupil	NOUN	NN	O
size	size	NOUN	NN	O
at	at	ADP	IN	O
time	time	NOUN	NN	O
points	point	NOUN	NNS	O
after	after	ADP	IN	O
administration	administration	NOUN	NN	O
of	of	ADP	IN	O
tropicamide	tropicamide	NOUN	NN	B-Chemical
and	and	CCONJ	CC	O
pilocarpine	pilocarpine	NOUN	NN	B-Chemical
;	;	PUNCT	:	O
scopolamine	scopolamine	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	O
induced	induced	ADJ	JJ	O
impairment	impairment	NOUN	NN	B-Disease
in	in	ADP	IN	I-Disease
word	word	NOUN	NN	I-Disease
recall	recall	NOUN	NN	I-Disease
.	.	PUNCT	.	O

RESULTS	results	NOUN	NN	O
:	:	PUNCT	:	O
There	there	ADV	EX	O
was	be	VERB	VBD	O
no	no	DET	DT	O
significant	significant	ADJ	JJ	O
difference	difference	NOUN	NN	O
between	between	ADP	IN	O
elderly	elderly	ADJ	JJ	O
and	and	CCONJ	CC	O
young	young	ADJ	JJ	O
volunteers	volunteer	NOUN	NNS	O
in	in	ADP	IN	O
pupillary	pupillary	ADJ	JJ	O
response	response	NOUN	NN	O
to	to	PART	TO	O
tropicamide	tropicamide	VERB	VB	B-Chemical
at	at	ADP	IN	O
any	any	DET	DT	O
time	time	NOUN	NN	O
point	point	NOUN	NN	O
(	(	PUNCT	-LRB-	O
p	p	NOUN	NN	O
>	>	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
.	.	PUNCT	.	O

The	the	DET	DT	O
elderly	elderly	ADJ	JJ	O
group	group	NOUN	NN	O
had	have	VERB	VBD	O
a	a	DET	DT	O
significantly	significantly	ADV	RB	O
greater	great	ADJ	JJR	O
pilocarpine	pilocarpine	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	O
induced	induce	VERB	VBN	O
net	net	ADJ	JJ	O
decrease	decrease	NOUN	NN	O
in	in	ADP	IN	O
pupil	pupil	NOUN	NN	O
size	size	NOUN	NN	O
85	85	NUM	CD	O
,	,	PUNCT	,	O
125	125	NUM	CD	O
,	,	PUNCT	,	O
165	165	NUM	CD	O
and	and	CCONJ	CC	O
215	215	NUM	CD	O
minutes	minute	NOUN	NNS	O
after	after	ADP	IN	O
administration	administration	NOUN	NN	O
,	,	PUNCT	,	O
compared	compare	VERB	VBN	O
with	with	ADP	IN	O
the	the	DET	DT	O
young	young	ADJ	JJ	O
group	group	NOUN	NN	O
(	(	PUNCT	-LRB-	O
p	p	NOUN	NN	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
