Selegiline	Selegiline	PROPN	NNP	B-Chemical
rats	rat	NOUN	NNS	O
.	.	PUNCT	.	O

METHODS	method	NOUN	NNS	O
:	:	PUNCT	:	O
Renal	Renal	PROPN	NNP	O
ACE	ACE	PROPN	NNP	O
activity	activity	NOUN	NN	O
(	(	PUNCT	-LRB-	O
Hip	Hip	PROPN	NNP	B-Chemical
-	-	PUNCT	HYPH	I-Chemical
His	His	PROPN	NNP	I-Chemical
-	-	PUNCT	HYPH	I-Chemical
Leu	Leu	PROPN	NNP	I-Chemical
cleavage	cleavage	NOUN	NN	O
by	by	ADP	IN	O
cortical	cortical	ADJ	JJ	O
homogenates	homogenate	NOUN	NNS	O
)	)	PUNCT	-RRB-	O
was	be	VERB	VBD	O
determined	determine	VERB	VBN	O
by	by	ADP	IN	O
renal	renal	ADJ	JJ	O
biopsy	biopsy	NOUN	NN	O
in	in	ADP	IN	O
27	27	NUM	CD	O
adult	adult	NOUN	NN	O
male	male	ADJ	JJ	O
Wistar	wistar	NOUN	NN	O
rats	rat	NOUN	NNS	O
.	.	PUNCT	.	O

After	after	ADP	IN	O
1	1	NUM	CD	O
week	week	NOUN	NN	O
of	of	ADP	IN	O
recovery	recovery	NOUN	NN	O
,	,	PUNCT	,	O
proteinuria	proteinuria	NOUN	NN	B-Disease
was	be	VERB	VBD	O
induced	induce	VERB	VBN	O
by	by	ADP	IN	O
adriamycin	adriamycin	ADJ	JJ	B-Chemical
[	[	PUNCT	-LRB-	O
1	1	NUM	CD	O
.	.	PUNCT	.	O
5	5	NUM	CD	O
mg	mg	NOUN	NN	O
/	/	SYM	SYM	O
kg	kg	CCONJ	CC	O
intravenously	intravenously	ADV	RB	O
(	(	PUNCT	-LRB-	O
i	i	PRON	PRP	O
.	.	PUNCT	.	O
v	v	PUNCT	LS	O
.	.	PUNCT	.	O
)	)	PUNCT	-RRB-	O
n	n	CCONJ	CC	O
=	=	SYM	SYM	O
18	18	NUM	CD	O
;	;	PUNCT	:	O
controls	control	NOUN	NNS	O
,	,	PUNCT	,	O
saline	saline	VERB	VBP	O
i	i	PRON	PRP	O
.	.	PUNCT	.	O
v	v	PUNCT	LS	O
.	.	PUNCT	.	O
n	n	CCONJ	CC	O
=	=	SYM	SYM	O
9	9	NUM	CD	O
]	]	PUNCT	-RRB-	O
.	.	PUNCT	.	O

Proteinuria	Proteinuria	PROPN	NNP	B-Disease
was	be	VERB	VBD	O
measured	measure	VERB	VBN	O
every	every	DET	DT	O
2	2	NUM	CD	O
weeks	week	NOUN	NNS	O
.	.	PUNCT	.	O

After	after	ADP	IN	O
12	12	NUM	CD	O
weeks	week	NOUN	NNS	O
,	,	PUNCT	,	O
rats	rat	NOUN	NNS	O
were	be	VERB	VBD	O
sacrificed	sacrifice	VERB	VBN	O
and	and	CCONJ	CC	O
their	-PRON-	DET	PRP$	O
kidneys	kidney	NOUN	NNS	O
harvested	harvest	VERB	VBN	O
.	.	PUNCT	.	O

RESULTS	results	NOUN	NN	O
:	:	PUNCT	:	O
As	as	ADP	IN	O
anticipated	anticipate	VERB	VBN	O
,	,	PUNCT	,	O
adriamycin	adriamycin	ADJ	JJ	B-Chemical
elicited	elicit	VERB	VBN	O
nephrotic	nephrotic	ADJ	JJ	B-Disease
range	range	NOUN	NN	O
proteinuria	proteinuria	NOUN	NN	B-Disease
,	,	PUNCT	,	O
renal	renal	ADJ	JJ	B-Disease
interstitial	interstitial	ADJ	JJ	I-Disease
damage	damage	NOUN	NN	I-Disease
and	and	CCONJ	CC	O
mild	mild	ADJ	JJ	O
focal	focal	ADJ	JJ	B-Disease
glomerulosclerosis	glomerulosclerosis	NOUN	NN	I-Disease
.	.	PUNCT	.	O

Baseline	baseline	ADJ	JJ	O
renal	renal	ADJ	JJ	O
ACE	ACE	PROPN	NNP	O
positively	positively	ADV	RB	O
correlated	correlate	VERB	VBD	O
with	with	ADP	IN	O
the	the	DET	DT	O
relative	relative	ADJ	JJ	O
rise	rise	NOUN	NN	O
in	in	ADP	IN	O
proteinuria	proteinuria	NOUN	NN	B-Disease
after	after	ADP	IN	O
adriamycin	adriamycin	NOUN	NN	B-Chemical
(	(	PUNCT	-LRB-	O
r	r	NOUN	NN	O
=	=	SYM	SYM	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
62	62	NUM	CD	O
,	,	PUNCT	,	O
P	p	NOUN	NN	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
01	01	NUM	CD	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
renal	renal	ADJ	JJ	O
interstitial	interstitial	ADJ	JJ	O
alpha	alpha	NOUN	NN	O
-	-	PUNCT	HYPH	O
smooth	smooth	ADJ	JJ	O
muscle	muscle	NOUN	NN	O
actin	actin	NOUN	NN	O
(	(	PUNCT	-LRB-	O
r	r	NOUN	NN	O
=	=	SYM	SYM	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
49	49	NUM	CD	O
,	,	PUNCT	,	O
P	p	NOUN	NN	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
interstitial	interstitial	ADJ	JJ	O
macrophage	macrophage	NOUN	NN	O
influx	influx	NOUN	NN	O
(	(	PUNCT	-LRB-	O
r	r	NOUN	NN	O
=	=	SYM	SYM	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
56	56	NUM	CD	O
,	,	PUNCT	,	O
P	p	NOUN	NN	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
interstitial	interstitial	ADJ	JJ	O
collagen	collagen	NOUN	NN	O
III	III	PROPN	NNP	O
(	(	PUNCT	-LRB-	O
r	r	NOUN	NN	O
=	=	SYM	SYM	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
53	53	NUM	CD	O
,	,	PUNCT	,	O
P	p	NOUN	NN	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
glomerular	glomerular	ADJ	JJ	O
alpha	alpha	NOUN	NN	O
-	-	PUNCT	HYPH	O
smooth	smooth	ADJ	JJ	O
muscle	muscle	NOUN	NN	O
actin	actin	NOUN	NN	O
(	(	PUNCT	-LRB-	O
r	r	NOUN	NN	O
=	=	SYM	SYM	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
74	74	NUM	CD	O
,	,	PUNCT	,	O
P	p	NOUN	NN	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
01	01	NUM	CD	O
)	)	PUNCT	-RRB-	O
and	and	CCONJ	CC	O
glomerular	glomerular	ADJ	JJ	O
desmin	desmin	NOUN	NN	O
(	(	PUNCT	-LRB-	O
r	r	NOUN	NN	O
=	=	SYM	SYM	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
48	48	NUM	CD	O
,	,	PUNCT	,	O
P	p	NOUN	NN	O
<	<	X	XX	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
05	05	NUM	CD	O
)	)	PUNCT	-RRB-	O
.	.	PUNCT	.	O

Baseline	baseline	ADJ	JJ	O
renal	renal	NOUN	NN	O
ACE	ACE	PROPN	NNP	O
did	do	VERB	VBD	O
not	not	ADV	RB	O
correlate	correlate	VERB	VB	O
with	with	ADP	IN	O
focal	focal	ADJ	JJ	B-Disease
glomerulosclerosis	glomerulosclerosis	NOUN	NN	I-Disease
(	(	PUNCT	-LRB-	O
r	r	NOUN	NN	O
=	=	SYM	SYM	O
0	0	NUM	CD	O
.	.	PUNCT	.	O
22	22	NUM	CD	O
,	,	PUNCT	,	O
NS	NS	PROPN	NNP	O
)	)	PUNCT	-RRB-	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
controls	control	NOUN	NNS	O
,	,	PUNCT	,	O
no	no	DET	DT	O
predictive	predictive	ADJ	JJ	O
values	value	NOUN	NNS	O
for	for	ADP	IN	O
renal	renal	ADJ	JJ	O
parameters	parameter	NOUN	NNS	O
were	be	VERB	VBD	O
observed	observe	VERB	VBN	O
.	.	PUNCT	.	O

CONCLUSION	conclusion	NOUN	NN	O
:	:	PUNCT	:	O
Individual	individual	ADJ	JJ	O
differences	difference	NOUN	NNS	O
in	in	ADP	IN	O
renal	renal	ADJ	JJ	O
ACE	ACE	PROPN	NNP	O
activity	activity	NOUN	NN	O
predict	predict	VERB	VBP	O
the	the	DET	DT	O
severity	severity	NOUN	NN	O
of	of	ADP	IN	O
adriamycin	adriamycin	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	O
induced	induce	VERB	VBN	O
renal	renal	ADJ	JJ	B-Disease
damage	damage	NOUN	NN	I-Disease
in	in	ADP	IN	O
this	this	DET	DT	O
outbred	outbreed	VERB	VBN	O
rat	rat	NOUN	NN	O
strain	strain	NOUN	NN	O
.	.	PUNCT	.	O

This	this	DET	DT	O
supports	support	VERB	VBZ	O
the	the	DET	DT	O
assumption	assumption	NOUN	NN	O
that	that	ADP	IN	O
differences	difference	NOUN	NNS	O
in	in	ADP	IN	O
renal	renal	ADJ	JJ	O
ACE	ACE	PROPN	NNP	O
activity	activity	NOUN	NN	O
predispose	predispose	NOUN	NN	O
to	to	ADP	IN	O
a	a	DET	DT	O
less	less	ADV	RBR	O
favourable	favourable	ADJ	JJ	O
course	course	NOUN	NN	O
of	of	ADP	IN	O
renal	renal	ADJ	JJ	B-Disease
damage	damage	NOUN	NN	I-Disease
.	.	PUNCT	.	O

Recurrent	recurrent	ADJ	JJ	O
acute	acute	ADJ	JJ	O
interstitial	interstitial	ADJ	JJ	B-Disease
nephritis	nephritis	NOUN	NN	I-Disease
induced	induce	VERB	VBN	O
by	by	ADP	IN	O
azithromycin	azithromycin	NOUN	NN	B-Chemical
.	.	PUNCT	.	O

A	a	DET	DT	O
14	14	NUM	CD	O
-	-	PUNCT	HYPH	O
year	year	NOUN	NN	O
-	-	PUNCT	HYPH	O
old	old	ADJ	JJ	O
girl	girl	NOUN	NN	O
is	be	VERB	VBZ	O
reported	report	VERB	VBN	O
with	with	ADP	IN	O
recurrent	recurrent	NOUN	NN	O
,	,	PUNCT	,	O
azithromycin	azithromycin	NOUN	NN	B-Chemical
-	-	PUNCT	HYPH	O
induced	induce	VERB	VBN	O
,	,	PUNCT	,	O
acute	acute	ADJ	JJ	O
interstitial	interstitial	ADJ	JJ	B-Disease
nephritis	nephritis	NOUN	NN	I-Disease
.	.	PUNCT	.	O

The	the	DET	DT	O
second	second	ADJ	JJ	O
episode	episode	NOUN	NN	O
was	be	VERB	VBD	O
more	more	ADV	RBR	O
severe	severe	ADJ	JJ	O
than	than	ADP	IN	O
the	the	DET	DT	O
first	first	ADJ	JJ	O
;	;	PUNCT	:	O
and	and	CCONJ	CC	O
although	although	ADP	IN	O
both	both	DET	DT	O
were	be	VERB	VBD	O
treated	treat	VERB	VBN	O
with	with	ADP	IN	O
intensive	intensive	ADJ	JJ	O
corticosteroid	corticosteroid	NOUN	NN	O
therapy	therapy	NOUN	NN	O
,	,	PUNCT	,	O
renal	renal	ADJ	JJ	O
function	function	NOUN	NN	O
remained	remain	VERB	VBD	O
impaired	impaired	ADJ	JJ	O
.	.	PUNCT	.	O

Although	although	ADP	IN	O
most	most	ADJ	JJS	O
cases	case	NOUN	NNS	O
of	of	ADP	IN	O
antibiotic	antibiotic	ADJ	JJ	O
induced	induce	VERB	VBN	O
acute	acute	ADJ	JJ	O
interstitial	interstitial	ADJ	JJ	B-Disease
nephritis	nephritis	NOUN	NN	I-Disease
are	be	VERB	VBP	O
benign	benign	ADJ	JJ	O
and	and	CCONJ	CC	O
self	self	NOUN	NN	O
-	-	PUNCT	HYPH	O
limited	limit	VERB	VBN	O
,	,	PUNCT	,	O
some	some	DET	DT	O
patients	patient	NOUN	NNS	O
are	be	VERB	VBP	O
at	at	ADP	IN	O
risk	risk	NOUN	NN	O
for	for	ADP	IN	O
permanent	permanent	ADJ	JJ	O
renal	renal	ADJ	JJ	B-Disease
injury	injury	NOUN	NN	I-Disease
.	.	PUNCT	.	O

Spironolactone	Spironolactone	PROPN	NNP	B-Chemical
-	-	PUNCT	HYPH	O
induced	induce	VERB	VBN	O
renal	renal	ADJ	JJ	B-Disease
insufficiency	insufficiency	NOUN	NN	I-Disease
and	and	CCONJ	CC	O
hyperkalemia	hyperkalemia	NOUN	NN	B-Disease
in	in	ADP	IN	O
patients	patient	NOUN	NNS	O
with	with	ADP	IN	O
heart	heart	NOUN	NN	B-Disease
failure	failure	NOUN	NN	I-Disease
.	.	PUNCT	.	O

BACKGROUND	BACKGROUND	NOUN	NNS	O
:	:	PUNCT	:	O
A	a	DET	DT	O
previous	previous	ADJ	JJ	O
randomized	randomize	VERB	VBN	O
controlled	control	VERB	VBN	O
trial	trial	NOUN	NN	O
evaluating	evaluate	VERB	VBG	O
the	the	DET	DT	O
use	use	NOUN	NN	O
of	of	ADP	IN	O
spironolactone	spironolactone	NOUN	NN	B-Chemical
in	in	ADP	IN	O
heart	heart	NOUN	NN	B-Disease
failure	failure	NOUN	NN	I-Disease
patients	patient	NOUN	NNS	O
reported	report	VERB	VBD	O
a	a	DET	DT	O
low	low	ADJ	JJ	O
risk	risk	NOUN	NN	O
of	of	ADP	IN	O
hyperkalemia	hyperkalemia	NOUN	NN	B-Disease
(	(	PUNCT	-LRB-	O
2	2	NUM	CD	O
%	%	NOUN	NN	O
)	)	PUNCT	-RRB-	O
and	and	CCONJ	CC	O
renal	renal	ADJ	JJ	B-Disease
insufficiency	insufficiency	NOUN	NN	I-Disease
(	(	PUNCT	-LRB-	O
0	0	NUM	CD	O
%	%	NOUN	NN	O
)	)	PUNCT	-RRB-	O
.	.	PUNCT	.	O

Because	because	ADP	IN	O
treatments	treatment	NOUN	NNS	O
for	for	ADP	IN	O
heart	heart	NOUN	NN	B-Disease
failure	failure	NOUN	NN	I-Disease
have	have	VERB	VBP	O
changed	change	VERB	VBN	O
since	since	ADP	IN	O
the	the	DET	DT	O
benefits	benefit	NOUN	NNS	O
of	of	ADP	IN	O
spironolactone	spironolactone	NOUN	NN	B-Chemical
were	be	VERB	VBD	O
reported	report	VERB	VBN	O
,	,	PUNCT	,	O
the	the	DET	DT	O
prevalence	prevalence	NOUN	NN	O
of	of	ADP	IN	O
these	these	DET	DT	O
complications	complication	NOUN	NNS	O
may	may	VERB	MD	O
differ	differ	VERB	VB	O
in	in	ADP	IN	O
current	current	ADJ	JJ	O
clinical	clinical	ADJ	JJ	O
practice	practice	NOUN	NN	O
.	.	PUNCT	.	O

We	-PRON-	PRON	PRP	O
therefore	therefore	ADV	RB	O
sought	seek	VERB	VBD	O
to	to	PART	TO	O
determine	determine	VERB	VB	O
the	the	DET	DT	O
prevalence	prevalence	NOUN	NN	O
and	and	CCONJ	CC	O
clinical	clinical	ADJ	JJ	O
associations	association	NOUN	NNS	O
of	of	ADP	IN	O
hyperkalemia	hyperkalemia	NOUN	NN	B-Disease
and	and	CCONJ	CC	O
renal	renal	ADJ	JJ	B-Disease
insufficiency	insufficiency	NOUN	NN	I-Disease
in	in	ADP	IN	O
heart	heart	NOUN	NN	B-Disease
failure	failure	NOUN	NN	I-Disease
patients	patient	NOUN	NNS	O
treated	treat	VERB	VBN	O
with	with	ADP	IN	O
spironolactone	spironolactone	NOUN	NN	B-Chemical
.	.	PUNCT	.	O

METHODS	method	NOUN	NNS	O
:	:	PUNCT	:	O
We	-PRON-	PRON	PRP	O
performed	perform	VERB	VBD	O
a	a	DET	DT	O
case	case	NOUN	NN	O
control	control	NOUN	NN	O
study	study	NOUN	NN	O
of	of	ADP	IN	O
heart	heart	NOUN	NN	B-Disease
failure	failure	NOUN	NN	I-Disease
patients	patient	NOUN	NNS	O
treated	treat	VERB	VBN	O
with	with	ADP	IN	O
spironolactone	spironolactone	NOUN	NN	B-Chemical
in	in	ADP	IN	O
our	-PRON-	DET	PRP$	O
clinical	clinical	ADJ	JJ	O
practice	practice	NOUN	NN	O
.	.	PUNCT	.	O

Cases	case	NOUN	NNS	O
were	be	VERB	VBD	O
patients	patient	NOUN	NNS	O
who	who	PRON	WP	O
developed	develop	VERB	VBD	O
hyperkalemia	hyperkalemia	NOUN	NN	B-Disease
(	(	PUNCT	-LRB-	O
K	K	PROPN	NNP	B-Chemical
(	(	PUNCT	-LRB-	O
+	+	CCONJ	CC	O
)	)	PUNCT	-RRB-	O
>	>	X	XX	O
5	5	NUM	CD	O
.	.	PUNCT	.	O
0	0	NUM	CD	O
mEq	mEq	NOUN	NNS	O
/	/	SYM	SYM	O
L	l	NOUN	NN	O
)	)	PUNCT	-RRB-	O
or	or	CCONJ	CC	O
renal	renal	ADJ	JJ	B-Disease
insufficiency	insufficiency	NOUN	NN	I-Disease
(	(	PUNCT	-LRB-	O
Cr	Cr	PROPN	NNP	B-Chemical
>	>	X	XX	O
or	or	CCONJ	CC	O
=	=	VERB	VBZ	O
2	2	NUM	CD	O
.	.	PUNCT	.	O
5	5	NUM	CD	O
mg	mg	NOUN	NN	O
/	/	SYM	SYM	O
dL	dL	PROPN	NNP	O
)	)	PUNCT	-RRB-	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
they	-PRON-	PRON	PRP	O
were	be	VERB	VBD	O
compared	compare	VERB	VBN	O
to	to	ADP	IN	O
2	2	NUM	CD	O
randomly	randomly	ADV	RB	O
selected	select	VERB	VBN	O
controls	control	NOUN	NNS	O
per	per	ADP	IN	O
case	case	NOUN	NN	O
.	.	PUNCT	.	O

Clinical	clinical	ADJ	JJ	O
characteristics	characteristic	NOUN	NNS	O
,	,	PUNCT	,	O
medications	medication	NOUN	NNS	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
serum	serum	ADJ	JJ	O
chemistries	chemistry	NOUN	NNS	O
at	at	ADP	IN	O
baseline	baseline	NOUN	NN	O
and	and	CCONJ	CC	O
follow	follow	VERB	VB	O
-	-	PUNCT	HYPH	O
up	up	PART	RP	O
time	time	NOUN	NN	O
periods	period	NOUN	NNS	O
were	be	VERB	VBD	O
compared	compare	VERB	VBN	O
.	.	PUNCT	.	O

RESULTS	RESULTS	PROPN	NNP	O
:	:	PUNCT	:	O
Sixty	sixty	NUM	CD	O
-	-	PUNCT	HYPH	O
seven	seven	NUM	CD	O
of	of	ADP	IN	O
926	926	NUM	CD	O
patients	patient	NOUN	NNS	O
(	(	PUNCT	-LRB-	O
7	7	NUM	CD	O
.	.	NOUN	NN	O
2	2	NUM	CD	O
%	%	NOUN	NN	O
)	)	PUNCT	-RRB-	O
required	require	VERB	VBN	O
discontinuation	discontinuation	NOUN	NN	O
of	of	ADP	IN	O
spironolactone	spironolactone	NOUN	NN	B-Chemical
due	due	ADP	IN	O
to	to	ADP	IN	O
hyperkalemia	hyperkalemia	NOUN	NN	B-Disease
(	(	PUNCT	-LRB-	O
n	n	CCONJ	CC	O
=	=	SYM	SYM	O
33	33	NUM	CD	O
)	)	PUNCT	-RRB-	O
or	or	CCONJ	CC	O
renal	renal	ADJ	JJ	B-Disease
failure	failure	NOUN	NN	I-Disease
(	(	PUNCT	-LRB-	O
n	n	ADV	RB	O
=	=	SYM	SYM	O
34	34	NUM	CD	O
)	)	PUNCT	-RRB-	O
.	.	PUNCT	.	O

Patients	patient	NOUN	NNS	O
who	who	PRON	WP	O
developed	develop	VERB	VBD	O
hyperkalemia	hyperkalemia	NOUN	NN	B-Disease
were	be	VERB	VBD	O
older	old	ADJ	JJR	O
and	and	CCONJ	CC	O
more	more	ADV	RBR	O
likely	likely	ADJ	JJ	O
to	to	PART	TO	O
have	have	VERB	VB	O
diabetes	diabete	NOUN	NNS	B-Disease
,	,	PUNCT	,	O
had	have	VERB	VBD	O
higher	high	ADJ	JJR	O
baseline	baseline	NOUN	NN	O
serum	serum	ADJ	JJ	O
potassium	potassium	NOUN	NN	B-Chemical
levels	level	NOUN	NNS	O
and	and	CCONJ	CC	O
lower	low	ADJ	JJR	O
baseline	baseline	NOUN	NN	O
potassium	potassium	NOUN	NN	B-Chemical
supplement	supplement	NOUN	NN	O
doses	dose	NOUN	NNS	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
were	be	VERB	VBD	O
more	more	ADV	RBR	O
likely	likely	ADJ	JJ	O
to	to	PART	TO	O
be	be	VERB	VB	O
treated	treat	VERB	VBN	O
with	with	ADP	IN	O
beta	beta	NOUN	NN	O
-	-	PUNCT	HYPH	O
blockers	blocker	NOUN	NNS	O
than	than	ADP	IN	O
controls	control	NOUN	NNS	O
(	(	PUNCT	-LRB-	O
n	n	CCONJ	CC	O
=	=	SYM	SYM	O
134	134	NUM	CD	O
)	)	PUNCT	-RRB-	O
.	.	PUNCT	.	O

Patients	patient	NOUN	NNS	O
who	who	PRON	WP	O
developed	develop	VERB	VBD	O
renal	renal	ADJ	JJ	B-Disease
insufficiency	insufficiency	NOUN	NN	I-Disease
had	have	VERB	VBD	O
lower	low	ADJ	JJR	O
baseline	baseline	NOUN	NN	O
body	body	NOUN	NN	O
weight	weight	NOUN	NN	O
and	and	CCONJ	CC	O
higher	high	ADJ	JJR	O
baseline	baseline	NOUN	NN	O
serum	serum	NOUN	NN	O
creatinine	creatinine	NOUN	NN	B-Chemical
,	,	PUNCT	,	O
required	require	VERB	VBD	O
higher	high	ADJ	JJR	O
doses	dose	NOUN	NNS	O
of	of	ADP	IN	O
loop	loop	NOUN	NN	O
diuretics	diuretic	NOUN	NNS	O
,	,	PUNCT	,	O
and	and	CCONJ	CC	O
were	be	VERB	VBD	O
more	more	ADV	RBR	O
likely	likely	ADJ	JJ	O
to	to	PART	TO	O
be	be	VERB	VB	O
treated	treat	VERB	VBN	O
with	with	ADP	IN	O
thiazide	thiazide	NOUN	NN	B-Chemical
diuretics	diuretic	NOUN	NNS	O
than	than	ADP	IN	O
controls	control	NOUN	NNS	O
.	.	PUNCT	.	O

CONCLUSIONS	conclusion	NOUN	NNS	O
:	:	PUNCT	:	O
Spironolactone	Spironolactone	PROPN	NNP	B-Chemical
-	-	PUNCT	HYPH	O
induced	induce	VERB	VBN	O
hyperkalemia	hyperkalemia	NOUN	NN	B-Disease
and	and	CCONJ	CC	O
renal	renal	ADJ	JJ	B-Disease
insufficiency	insufficiency	NOUN	NN	I-Disease
are	be	VERB	VBP	O
more	more	ADV	RBR	O
common	common	ADJ	JJ	O
in	in	ADP	IN	O
our	-PRON-	DET	PRP$	O
clinical	clinical	ADJ	JJ	O
experience	experience	NOUN	NN	O
than	than	ADP	IN	O
reported	report	VERB	VBN	O
previously	previously	ADV	RB	O
.	.	PUNCT	.	O

This	this	DET	DT	O
difference	difference	NOUN	NN	O
is	be	VERB	VBZ	O
explained	explain	VERB	VBN	O
by	by	ADP	IN	O
patient	patient	ADJ	JJ	O
comorbidities	comorbiditie	NOUN	NNS	O
and	and	CCONJ	CC	O
more	more	ADV	RBR	O
frequent	frequent	ADJ	JJ	O
use	use	NOUN	NN	O
of	of	ADP	IN	O
beta	beta	NOUN	NN	O
-	-	PUNCT	HYPH	O
blockers	blocker	NOUN	NNS	O
.	.	PUNCT	.	O

Acute	acute	ADJ	JJ	O
reserpine	reserpine	NOUN	NN	B-Chemical
and	and	CCONJ	CC	O
subchronic	subchronic	ADJ	JJ	O
haloperidol	haloperidol	NOUN	NN	B-Chemical
treatments	treatment	NOUN	NNS	O
change	change	VERB	VBP	O
synaptosomal	synaptosomal	ADJ	JJ	O
brain	brain	NOUN	NN	O
glutamate	glutamate	VERB	VBP	B-Chemical
uptake	uptake	NOUN	NN	O
and	and	CCONJ	CC	O
elicit	elicit	ADJ	JJ	O
orofacial	orofacial	ADJ	JJ	B-Disease
dyskinesia	dyskinesia	NOUN	NN	I-Disease
in	in	ADP	IN	O
rats	rat	NOUN	NNS	O
.	.	PUNCT	.	O

Reserpine	reserpine	NOUN	NN	B-Chemical
-	-	PUNCT	:	O
and	and	CCONJ	CC	O
haloperidol	haloperidol	ADV	RB	B-Chemical
-	-	PUNCT	HYPH	O
induced	induce	VERB	VBN	O
orofacial	orofacial	ADJ	JJ	B-Disease
dyskinesia	dyskinesia	NOUN	NN	I-Disease
are	be	VERB	VBP	O
putative	putative	ADJ	JJ	O
animal	animal	NOUN	NN	O
models	model	NOUN	NNS	O
of	of	ADP	IN	O
tardive	tardive	ADJ	JJ	B-Disease
dyskinesia	dyskinesia	NOUN	NN	I-Disease
(	(	PUNCT	-LRB-	O
TD	TD	PROPN	NNP	B-Disease
)	)	PUNCT	-RRB-	O
whose	whose	DET	WP$	O
pathophysiology	pathophysiology	NOUN	NN	O
has	have	VERB	VBZ	O
been	be	VERB	VBN	O
related	relate	VERB	VBN	O
to	to	ADP	IN	O
free	free	ADJ	JJ	O
radical	radical	ADJ	JJ	O
generation	generation	NOUN	NN	O
and	and	CCONJ	CC	O
oxidative	oxidative	ADJ	JJ	O
stress	stress	NOUN	NN	O
.	.	PUNCT	.	O

In	in	ADP	IN	O
the	the	DET	DT	O
present	present	ADJ	JJ	O
study	study	NOUN	NN	O
,	,	PUNCT	,	O
the	the	DET	DT	O
authors	author	NOUN	NNS	O
induced	induce	VERB	VBD	O
orofacial	orofacial	ADJ	JJ	B-Disease
dyskinesia	dyskinesia	NOUN	NN	I-Disease
by	by	ADP	IN	O
acute	acute	ADJ	JJ	O
reserpine	reserpine	NOUN	NN	B-Chemical
and	and	CCONJ	CC	O
subchronic	subchronic	ADJ	JJ	O
haloperidol	haloperidol	NOUN	NN	B-Chemical
administration	administration	NOUN	NN	O
to	to	ADP	IN	O
rats	rat	NOUN	NNS	O
.	.	PUNCT	.	O

Reserpine	reserpine	NOUN	NN	B-Chemical
injection	injection	NOUN	NN	O
(	(	PUNCT	-LRB-	O
one	one	NUM	CD	O
dose	dose	NOUN	NN	O
of	of	ADP	IN	O
1	1	NUM	CD	O
mg	mg	NOUN	NN	O
/	/	SYM	SYM	O
kg	kg	ADP	IN	O
s	s	PROPN	NNPS	O
.	.	PUNCT	.	O
c	c	NOUN	NN	O
.	.	PUNCT	.	O
)	)	PUNCT	-RRB-	O
every	every	DET	DT	O
other	other	ADJ	JJ	O
day	day	NOUN	NN	O
for	for	ADP	IN	O
3	3	NUM	CD	O
days	day	NOUN	NNS	O
caused	cause	VERB	VBD	O
a	a	DET	DT	O
significant	significant	ADJ	JJ	O
increase	increase	NOUN	NN	O
in	in	ADP	IN	O
vacuous	vacuous	ADJ	JJ	O
chewing	chewing	NOUN	NN	O
,	,	PUNCT	,	O
tongue	tongue	NOUN	NN	O
protrusion	protrusion	NOUN	NN	O
and	and	CCONJ	CC	O
duration	duration	NOUN	NN	O
of	of	ADP	IN	O
facial	facial	ADJ	JJ	O
twitching	twitching	NOUN	NN	O
,	,	PUNCT	,	O
compared	compare	VERB	VBN	O
to	to	ADP	IN	O
the	the	DET	DT	O
control	control	NOUN	NN	O
.	.	PUNCT	.	O

Haloperidol	haloperidol	NOUN	NN	B-Chemical
administration	administration	NOUN	NN	O
(	(	PUNCT	-LRB-	O
one	one	NUM	CD	O
dose	dose	NOUN	NN	O
of	of	ADP	IN	O
12	12	NUM	CD	O
mg	mg	NOUN	NN	O
/	/	SYM	SYM	O
kg	kg	NOUN	NN	O
once	once	ADV	RB	O
a	a	DET	DT	O
week	week	NOUN	NN	O
s	s	NOUN	NN	O
.	.	PUNCT	.	O
c	c	NOUN	NN	O
.	.	PUNCT	.	O
)	)	PUNCT	-RRB-	O
for	for	ADP	IN	O
4	4	NUM	CD	O
weeks	week	NOUN	NNS	O
caused	cause	VERB	VBD	O
an	an	DET	DT	O
