Selegiline	Selegiline	PROPN	NNP	0	B-Chemical
could	could	VERB	MD	9	O
be	be	VERB	VB	5	O
mediated	mediate	VERB	VBN	3	O
by	by	ADP	IN	9	O
the	the	DET	DT	5	O
5HT4	5ht4	NUM	CD	3	O
receptors	receptor	NOUN	NNS	3	O
found	find	VERB	VBN	9	O
on	on	ADP	IN	5	O
the	the	DET	DT	5	O
bladder	bladder	NOUN	NN	9	O
.	.	PUNCT	.	9	O

Further	further	ADJ	JJ	9	O
research	research	NOUN	NN	5	O
is	be	VERB	VBZ	5	O
needed	need	VERB	VBN	5	O
to	to	PART	TO	5	O
delineate	delineate	VERB	VB	9	O
the	the	DET	DT	5	O
frequency	frequency	NOUN	NN	5	O
of	of	ADP	IN	5	O
this	this	DET	DT	5	O
troubling	troubling	ADJ	JJ	5	O
side	side	NOUN	NN	5	O
effect	effect	NOUN	NN	9	O
and	and	CCONJ	CC	5	O
how	how	ADV	WRB	5	O
best	good	ADJ	JJS	5	O
to	to	PART	TO	5	O
treat	treat	VERB	VB	5	O
it	-PRON-	PRON	PRP	5	O
.	.	PUNCT	.	9	O

Acute	acute	ADJ	JJ	5	O
cocaine	cocaine	NOUN	NN	5	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induce	VERB	VBN	3	O
seizures	seizure	NOUN	NNS	5	B-Disease
:	:	PUNCT	:	9	O
differential	differential	ADJ	JJ	9	O
sensitivity	sensitivity	NOUN	NN	9	O
of	of	ADP	IN	5	O
six	six	NUM	CD	9	O
inbred	inbreed	VERB	VBN	9	O
mouse	mouse	NOUN	NN	3	O
strains	strain	NOUN	NNS	1	O
.	.	PUNCT	.	9	O

Mature	mature	ADJ	JJ	9	O
male	male	ADJ	JJ	9	O
and	and	CCONJ	CC	5	O
female	female	ADJ	JJ	9	O
mice	mouse	NOUN	NNS	3	O
from	from	ADP	IN	9	O
six	six	NUM	CD	9	O
inbred	inbreed	VERB	VBN	9	O
stains	stain	NOUN	NNS	9	O
were	be	VERB	VBD	9	O
tested	test	VERB	VBN	9	O
for	for	ADP	IN	5	O
susceptibility	susceptibility	NOUN	NN	9	O
to	to	ADP	IN	5	O
behavioral	behavioral	ADJ	JJ	5	O
seizures	seizure	NOUN	NNS	5	B-Disease
induced	induce	VERB	VBN	3	O
by	by	ADP	IN	9	O
a	a	DET	DT	5	O
single	single	ADJ	JJ	9	O
injection	injection	NOUN	NN	9	O
of	of	ADP	IN	5	O
cocaine	cocaine	NOUN	NN	5	B-Chemical
.	.	PUNCT	.	9	O

Cocaine	Cocaine	PROPN	NNP	5	B-Chemical
was	be	VERB	VBD	9	O
injected	inject	VERB	VBN	3	O
ip	ip	NOUN	NN	0	O
over	over	ADP	IN	5	O
a	a	DET	DT	5	O
range	range	NOUN	NN	9	O
of	of	ADP	IN	5	O
doses	dose	NOUN	NNS	0	O
(	(	PUNCT	-LRB-	9	O
50	50	NUM	CD	0	O
-	-	SYM	SYM	7	O
100	100	NUM	CD	0	O
mg	mg	NOUN	NN	0	O
/	/	SYM	SYM	9	O
kg	kg	NOUN	NN	0	O
)	)	PUNCT	-RRB-	9	O
and	and	CCONJ	CC	5	O
behavior	behavior	NOUN	NN	5	O
was	be	VERB	VBD	9	O
monitored	monitor	VERB	VBN	9	O
for	for	ADP	IN	5	O
20	20	NUM	CD	9	O
minutes	minute	NOUN	NNS	0	O
.	.	PUNCT	.	9	O

Seizure	Seizure	PROPN	NNP	5	B-Disease
end	end	NOUN	NN	9	O
points	point	NOUN	NNS	5	O
included	include	VERB	VBD	5	O
latency	latency	NOUN	NN	5	O
to	to	PART	TO	5	O
forelimb	forelimb	VERB	VB	5	O
or	or	CCONJ	CC	5	O
hindlimb	hindlimb	NOUN	NN	9	O
clonus	clonus	NOUN	NN	5	O
,	,	PUNCT	,	9	O
latency	latency	NOUN	NN	5	O
to	to	PART	TO	5	O
clonic	clonic	VERB	VB	5	O
running	run	VERB	VBG	5	O
seizure	seizure	NOUN	NN	5	B-Disease
and	and	CCONJ	CC	5	O
latency	latency	NOUN	NN	5	O
to	to	ADP	IN	5	O
jumping	jump	VERB	VBG	5	O
bouncing	bounce	VERB	VBG	5	O
seizure	seizure	NOUN	NN	5	B-Disease
.	.	PUNCT	.	9	O

A	a	DET	DT	9	O
range	range	NOUN	NN	9	O
of	of	ADP	IN	5	O
strain	strain	NOUN	NN	1	O
specific	specific	ADJ	JJ	9	O
sensitivities	sensitivity	NOUN	NNS	9	O
was	be	VERB	VBD	9	O
documented	document	VERB	VBN	9	O
with	with	ADP	IN	5	O
A	A	PROPN	NNP	9	O
/	/	SYM	SYM	9	O
J	J	PROPN	NNP	9	O
and	and	CCONJ	CC	5	O
SJL	SJL	PROPN	NNP	3	O
mice	mouse	NOUN	NNS	3	O
being	be	VERB	VBG	5	O
most	most	ADV	RBS	9	O
sensitive	sensitive	ADJ	JJ	9	O
and	and	CCONJ	CC	5	O
C57BL	C57BL	PROPN	NNP	3	O
/	/	SYM	SYM	9	O
6J	6J	PROPN	NNP	3	O
most	most	ADV	RBS	9	O
resistant	resistant	ADJ	JJ	9	O
.	.	PUNCT	.	9	O

DBA	DBA	PROPN	NNP	3	O
/	/	SYM	SYM	9	O
2J	2j	NOUN	NN	3	O
,	,	PUNCT	,	9	O
BALB	BALB	PROPN	NNP	3	O
/	/	SYM	SYM	9	O
cByJ	cByJ	PROPN	NNP	3	O
and	and	CCONJ	CC	5	O
NZW	NZW	PROPN	NNP	3	O
/	/	SYM	SYM	9	O
LacJ	LacJ	PROPN	NNP	3	O
strains	strain	NOUN	NNS	1	O
exhibited	exhibit	VERB	VBN	9	O
intermediate	intermediate	ADJ	JJ	9	O
sensitivity	sensitivity	NOUN	NN	9	O
.	.	PUNCT	.	9	O

EEG	EEG	PROPN	NNP	5	O
recordings	recording	NOUN	NNS	5	O
were	be	VERB	VBD	9	O
made	make	VERB	VBN	5	O
in	in	ADP	IN	5	O
SJL	SJL	PROPN	NNP	3	O
,	,	PUNCT	,	9	O
A	A	PROPN	NNP	9	O
/	/	SYM	SYM	9	O
J	J	PROPN	NNP	9	O
and	and	CCONJ	CC	5	O
C57BL	C57BL	PROPN	NNP	3	O
/	/	SYM	SYM	9	O
6J	6j	ADJ	JJ	3	O
mice	mouse	NOUN	NNS	3	O
revealing	reveal	VERB	VBG	9	O
a	a	DET	DT	5	O
close	close	ADJ	JJ	5	O
correspondence	correspondence	NOUN	NN	5	O
between	between	ADP	IN	5	O
electrical	electrical	ADJ	JJ	5	O
activity	activity	NOUN	NN	9	O
and	and	CCONJ	CC	5	O
behavior	behavior	NOUN	NN	5	O
.	.	PUNCT	.	9	O

Additionally	additionally	ADV	RB	9	O
,	,	PUNCT	,	9	O
levels	level	NOUN	NNS	3	O
of	of	ADP	IN	5	O
cocaine	cocaine	NOUN	NN	5	B-Chemical
determined	determine	VERB	VBN	9	O
in	in	ADP	IN	5	O
hippocampus	hippocampus	NOUN	NN	9	O
and	and	CCONJ	CC	5	O
cortex	cortex	NOUN	NN	5	O
were	be	VERB	VBD	9	O
not	not	ADV	RB	5	O
different	different	ADJ	JJ	9	O
between	between	ADP	IN	5	O
sensitive	sensitive	ADJ	JJ	9	O
and	and	CCONJ	CC	5	O
resistant	resistant	ADJ	JJ	9	O
strains	strain	NOUN	NNS	1	O
.	.	PUNCT	.	9	O

Additional	additional	ADJ	JJ	9	O
studies	study	NOUN	NNS	9	O
of	of	ADP	IN	5	O
these	these	DET	DT	5	O
murine	murine	NOUN	NN	3	O
strains	strain	NOUN	NNS	1	O
may	may	VERB	MD	5	O
be	be	VERB	VB	5	O
useful	useful	ADJ	JJ	5	O
for	for	ADP	IN	5	O
investigating	investigate	VERB	VBG	5	O
genetic	genetic	ADJ	JJ	5	O
influences	influence	NOUN	NNS	5	O
on	on	ADP	IN	5	O
cocaine	cocaine	NOUN	NN	5	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induce	VERB	VBN	3	O
seizures	seizure	NOUN	NNS	5	B-Disease
.	.	PUNCT	.	9	O

Hypotension	hypotension	NOUN	NN	7	B-Disease
following	follow	VERB	VBG	9	O
the	the	DET	DT	5	O
initiation	initiation	NOUN	NN	9	O
of	of	ADP	IN	5	O
tizanidine	tizanidine	NOUN	NN	0	B-Chemical
in	in	ADP	IN	5	O
a	a	DET	DT	5	O
patient	patient	NOUN	NN	5	O
treated	treat	VERB	VBN	3	O
with	with	ADP	IN	5	O
an	an	DET	DT	5	O
angiotensin	angiotensin	NOUN	NN	9	B-Chemical
converting	convert	VERB	VBG	9	O
enzyme	enzyme	ADJ	JJ	0	O
inhibitor	inhibitor	NOUN	NN	3	O
for	for	ADP	IN	5	O
chronic	chronic	ADJ	JJ	5	O
hypertension	hypertension	NOUN	NN	5	B-Disease
.	.	PUNCT	.	9	O

Centrally	centrally	ADV	RB	5	O
acting	act	VERB	VBG	9	O
alpha	alpha	NOUN	NN	9	O
-	-	PUNCT	HYPH	7	O
2	2	NUM	CD	9	O
adrenergic	adrenergic	NOUN	NN	9	O
agonists	agonist	NOUN	NNS	3	O
are	be	VERB	VBP	5	O
one	one	NUM	CD	5	O
of	of	ADP	IN	5	O
several	several	ADJ	JJ	9	O
pharmacologic	pharmacologic	ADJ	JJ	9	O
agents	agent	NOUN	NNS	5	O
used	use	VERB	VBN	5	O
in	in	ADP	IN	5	O
the	the	DET	DT	5	O
treatment	treatment	NOUN	NN	9	O
of	of	ADP	IN	5	O
spasticity	spasticity	NOUN	NN	5	B-Disease
related	relate	VERB	VBN	9	O
to	to	ADP	IN	5	O
disorders	disorder	NOUN	NNS	5	B-Disease
of	of	ADP	IN	5	I-Disease
the	the	DET	DT	5	I-Disease
central	central	ADJ	JJ	5	I-Disease
nervous	nervous	ADJ	JJ	5	I-Disease
system	system	NOUN	NN	5	I-Disease
.	.	PUNCT	.	9	O

In	in	ADP	IN	9	O
addition	addition	NOUN	NN	9	O
to	to	ADP	IN	5	O
their	-PRON-	DET	PRP$	5	O
effects	effect	NOUN	NNS	9	O
on	on	ADP	IN	5	O
spasticity	spasticity	NOUN	NN	5	B-Disease
,	,	PUNCT	,	9	O
certain	certain	ADJ	JJ	5	O
adverse	adverse	ADJ	JJ	5	O
cardiorespiratory	cardiorespiratory	NOUN	NN	5	O
effects	effect	NOUN	NNS	9	O
have	have	VERB	VBP	5	O
been	be	VERB	VBN	9	O
reported	report	VERB	VBN	9	O
.	.	PUNCT	.	9	O

Adults	adult	NOUN	NNS	9	O
chronically	chronically	ADV	RB	9	O
treated	treat	VERB	VBN	3	O
with	with	ADP	IN	5	O
angiotensin	angiotensin	NOUN	NN	9	B-Chemical
converting	convert	VERB	VBG	9	O
enzyme	enzyme	ADJ	JJ	0	O
inhibitors	inhibitor	NOUN	NNS	3	O
may	may	VERB	MD	5	O
have	have	VERB	VB	5	O
a	a	DET	DT	5	O
limited	limited	ADJ	JJ	5	O
ability	ability	NOUN	NN	9	O
to	to	PART	TO	5	O
respond	respond	VERB	VB	5	O
to	to	ADP	IN	5	O
hypotension	hypotension	NOUN	NN	5	B-Disease
when	when	ADV	WRB	5	O
the	the	DET	DT	5	O
sympathetic	sympathetic	ADJ	JJ	5	O
response	response	NOUN	NN	9	O
is	be	VERB	VBZ	5	O
simultaneously	simultaneously	ADV	RB	5	O
blocked	block	VERB	VBN	3	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
authors	author	NOUN	NNS	5	O
present	present	VERB	VBP	9	O
a	a	DET	DT	5	O
10	10	NUM	CD	9	O
-	-	PUNCT	HYPH	7	O
year	year	NOUN	NN	5	O
-	-	PUNCT	HYPH	7	O
old	old	ADJ	JJ	5	O
boy	boy	NOUN	NN	5	O
chronically	chronically	ADV	RB	9	O
treated	treat	VERB	VBN	3	O
with	with	ADP	IN	5	O
lisinopril	lisinopril	NOUN	NN	0	B-Chemical
,	,	PUNCT	,	9	O
an	an	DET	DT	5	O
angiotensin	angiotensin	NOUN	NN	9	B-Chemical
converting	convert	VERB	VBG	9	O
enzyme	enzyme	ADJ	JJ	0	O
inhibitor	inhibitor	NOUN	NN	3	O
,	,	PUNCT	,	9	O
to	to	PART	TO	5	O
control	control	VERB	VB	9	O
hypertension	hypertension	NOUN	NN	5	B-Disease
who	who	PRON	WP	5	O
developed	develop	VERB	VBD	5	O
hypotension	hypotension	NOUN	NN	5	B-Disease
following	follow	VERB	VBG	9	O
the	the	DET	DT	5	O
addition	addition	NOUN	NN	9	O
of	of	ADP	IN	5	O
tizanidine	tizanidine	NOUN	NN	0	B-Chemical
,	,	PUNCT	,	9	O
an	an	DET	DT	5	O
alpha	alpha	NOUN	NN	9	O
-	-	PUNCT	HYPH	7	O
2	2	NUM	CD	9	O
agonist	agonist	NOUN	NN	3	O
,	,	PUNCT	,	9	O
for	for	ADP	IN	5	O
the	the	DET	DT	5	O
treatment	treatment	NOUN	NN	9	O
of	of	ADP	IN	5	O
spasticity	spasticity	NOUN	NN	5	B-Disease
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
possible	possible	ADJ	JJ	5	O
interaction	interaction	NOUN	NN	9	O
of	of	ADP	IN	5	O
tizanidine	tizanidine	NOUN	NN	0	B-Chemical
and	and	CCONJ	CC	5	O
other	other	ADJ	JJ	5	O
antihypertensive	antihypertensive	ADJ	JJ	5	O
agents	agent	NOUN	NNS	5	O
should	should	VERB	MD	5	O
be	be	VERB	VB	5	O
kept	keep	VERB	VBN	9	O
in	in	ADP	IN	5	O
mind	mind	NOUN	NN	5	O
when	when	ADV	WRB	5	O
prescribing	prescribe	VERB	VBG	5	O
therapy	therapy	NOUN	NN	5	O
to	to	PART	TO	5	O
treat	treat	VERB	VB	5	O
either	either	CCONJ	CC	9	O
hypertension	hypertension	NOUN	NN	5	B-Disease
or	or	CCONJ	CC	5	O
spasticity	spasticity	NOUN	NN	5	B-Disease
in	in	ADP	IN	5	O
such	such	ADJ	JJ	5	O
patients	patient	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

Two	two	NUM	CD	9	O
mouse	mouse	NOUN	NN	3	O
lines	line	NOUN	NNS	3	O
selected	select	VERB	VBN	9	O
for	for	ADP	IN	5	O
differential	differential	ADJ	JJ	9	O
sensitivities	sensitivity	NOUN	NNS	9	O
to	to	ADP	IN	5	O
beta	beta	NOUN	NN	9	B-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
carboline	carboline	NOUN	NN	0	I-Chemical
-	-	PUNCT	HYPH	7	O
induced	induce	VERB	VBN	3	O
seizures	seizure	NOUN	NNS	5	B-Disease
are	be	VERB	VBP	5	O
also	also	ADV	RB	9	O
differentially	differentially	ADV	RB	9	O
sensitive	sensitive	ADJ	JJ	9	O
to	to	ADP	IN	5	O
various	various	ADJ	JJ	9	O
pharmacological	pharmacological	ADJ	JJ	9	O
effects	effect	NOUN	NNS	9	O
of	of	ADP	IN	5	O
other	other	ADJ	JJ	5	O
GABA	GABA	PROPN	NNP	0	B-Chemical
(	(	PUNCT	-LRB-	9	O
A	a	NOUN	NN	9	O
)	)	PUNCT	-RRB-	9	O
receptor	receptor	NOUN	NN	3	O
ligands	ligand	NOUN	NNS	3	O
.	.	PUNCT	.	9	O

Two	two	NUM	CD	9	O
mouse	mouse	NOUN	NN	3	O
lines	line	NOUN	NNS	3	O
were	be	VERB	VBD	9	O
selectively	selectively	ADV	RB	3	O
bred	breed	VERB	VBN	9	O
according	accord	VERB	VBG	9	O
to	to	ADP	IN	5	O
their	-PRON-	DET	PRP$	5	O
sensitivity	sensitivity	NOUN	NN	9	O
(	(	PUNCT	-LRB-	9	O
BS	BS	PROPN	NNP	9	O
line	line	NOUN	NN	9	O
)	)	PUNCT	-RRB-	9	O
or	or	CCONJ	CC	5	O
resistance	resistance	NOUN	NN	9	O
(	(	PUNCT	-LRB-	9	O
BR	BR	PROPN	NNP	9	O
line	line	NOUN	NN	9	O
)	)	PUNCT	-RRB-	9	O
to	to	ADP	IN	5	O
seizures	seizure	NOUN	NNS	5	B-Disease
induced	induce	VERB	VBN	3	O
by	by	ADP	IN	9	O
a	a	DET	DT	5	O
single	single	ADJ	JJ	9	O
i	i	PRON	PRP	9	O
.	.	PUNCT	.	9	O
p	p	PUNCT	LS	7	O
.	.	PUNCT	.	9	O
injection	injection	NOUN	NN	9	O
of	of	ADP	IN	5	O
methyl	methyl	NOUN	NN	0	B-Chemical
beta	beta	NOUN	NN	9	I-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
carboline	carboline	NOUN	NN	0	I-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
3	3	NUM	CD	9	I-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
carboxylate	carboxylate	NOUN	NN	0	I-Chemical
(	(	PUNCT	-LRB-	9	O
beta	beta	NOUN	NN	9	B-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
CCM	CCM	PROPN	NNP	9	I-Chemical
)	)	PUNCT	-RRB-	9	O
,	,	PUNCT	,	9	O
an	an	DET	DT	5	O
inverse	inverse	NOUN	NN	5	O
agonist	agonist	NOUN	NN	3	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
GABA	GABA	PROPN	NNP	0	B-Chemical
(	(	PUNCT	-LRB-	9	O
A	a	NOUN	NN	9	O
)	)	PUNCT	-RRB-	9	O
receptor	receptor	NOUN	NN	3	O
benzodiazepine	benzodiazepine	NOUN	NN	5	B-Chemical
site	site	NOUN	NN	9	O
.	.	PUNCT	.	9	O

Our	-PRON-	DET	PRP$	9	O
aim	aim	NOUN	NN	5	O
was	be	VERB	VBD	9	O
to	to	PART	TO	5	O
characterize	characterize	VERB	VB	9	O
both	both	DET	DT	9	O
lines	line	NOUN	NNS	3	O
'	'	PART	POS	9	O
sensitivities	sensitivity	NOUN	NNS	9	O
to	to	ADP	IN	5	O
various	various	ADJ	JJ	9	O
physiological	physiological	ADJ	JJ	9	O
effects	effect	NOUN	NNS	9	O
of	of	ADP	IN	5	O
other	other	ADJ	JJ	5	O
ligands	ligand	NOUN	NNS	3	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
GABA	GABA	PROPN	NNP	0	B-Chemical
(	(	PUNCT	-LRB-	9	O
A	a	NOUN	NN	9	O
)	)	PUNCT	-RRB-	9	O
receptor	receptor	NOUN	NN	3	O
.	.	PUNCT	.	9	O

We	-PRON-	PRON	PRP	9	O
measured	measure	VERB	VBD	9	O
diazepam	diazepam	NOUN	NN	0	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induced	ADJ	JJ	3	O
anxiolysis	anxiolysis	NOUN	NN	5	O
with	with	ADP	IN	5	O
the	the	DET	DT	5	O
elevated	elevated	ADJ	JJ	9	O
plus	plus	ADJ	JJ	9	O
-	-	PUNCT	HYPH	7	O
maze	maze	NOUN	NN	5	O
test	test	NOUN	NN	5	O
,	,	PUNCT	,	9	O
diazepam	diazepam	NOUN	NN	0	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induce	VERB	VBN	3	O
sedation	sedation	NOUN	NN	5	O
by	by	ADP	IN	9	O
recording	record	VERB	VBG	5	O
the	the	DET	DT	5	O
vigilance	vigilance	NOUN	NN	5	O
states	state	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
picrotoxin	picrotoxin	NOUN	NN	0	B-Chemical
-	-	PUNCT	HYPH	7	O
and	and	CCONJ	CC	5	O
pentylenetetrazol	pentylenetetrazol	ADV	RB	0	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induce	VERB	VBN	3	O
seizures	seizure	NOUN	NNS	5	B-Disease
after	after	ADP	IN	9	O
i	i	PRON	PRP	9	O
.	.	PUNCT	.	9	O
p	p	PUNCT	LS	7	O
.	.	PUNCT	.	9	O
injections	injection	NOUN	NNS	9	O
.	.	PUNCT	.	9	O

Results	result	NOUN	NNS	9	O
presented	present	VERB	VBN	5	O
here	here	ADV	RB	5	O
show	show	VERB	VBP	9	O
that	that	ADP	IN	5	O
the	the	DET	DT	5	O
differential	differential	ADJ	JJ	9	O
sensitivities	sensitivity	NOUN	NNS	9	O
of	of	ADP	IN	5	O
BS	BS	PROPN	NNP	9	O
and	and	CCONJ	CC	5	O
BR	BR	PROPN	NNP	9	O
lines	line	NOUN	NNS	3	O
to	to	ADP	IN	5	O
beta	beta	NOUN	NN	9	B-Chemical
-	-	PUNCT	HYPH	7	I-Chemical
CCM	ccm	NOUN	NN	9	I-Chemical
can	can	VERB	MD	5	O
be	be	VERB	VB	5	O
extended	extend	VERB	VBN	5	O
to	to	ADP	IN	5	O
diazepam	diazepam	NOUN	NN	0	B-Chemical
,	,	PUNCT	,	9	O
picrotoxin	picrotoxin	NOUN	NN	0	B-Chemical
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
pentylenetetrazol	pentylenetetrazol	NOUN	NN	0	B-Chemical
,	,	PUNCT	,	9	O
suggesting	suggest	VERB	VBG	9	O
a	a	DET	DT	5	O
genetic	genetic	ADJ	JJ	5	O
selection	selection	NOUN	NN	5	O
of	of	ADP	IN	5	O
a	a	DET	DT	5	O
general	general	ADJ	JJ	5	O
sensitivity	sensitivity	NOUN	NN	9	O
and	and	CCONJ	CC	5	O
resistance	resistance	NOUN	NN	9	O
to	to	ADP	IN	5	O
several	several	ADJ	JJ	9	O
ligands	ligand	NOUN	NNS	3	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
GABA	GABA	PROPN	NNP	0	B-Chemical
(	(	PUNCT	-LRB-	9	O
A	a	NOUN	NN	9	O
)	)	PUNCT	-RRB-	9	O
receptor	receptor	NOUN	NN	3	O
.	.	PUNCT	.	9	O

Propylthiouracil	propylthiouracil	NOUN	NN	0	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induce	VERB	VBN	3	O
perinuclear	perinuclear	NOUN	NN	3	O
-	-	PUNCT	HYPH	7	O
staining	stain	VERB	VBG	3	O
antineutrophil	antineutrophil	NOUN	NN	3	O
cytoplasmic	cytoplasmic	ADJ	JJ	3	O
autoantibody	autoantibody	NOUN	NN	3	O
-	-	PUNCT	HYPH	7	O
positive	positive	ADJ	JJ	9	O
vasculitis	vasculitis	NOUN	NN	5	B-Disease
in	in	ADP	IN	5	O
conjunction	conjunction	NOUN	NN	9	O
with	with	ADP	IN	5	O
pericarditis	pericarditis	NOUN	NN	5	B-Disease
.	.	PUNCT	.	9	O

OBJECTIVE	OBJECTIVE	PROPN	NNP	2	O
:	:	PUNCT	:	9	O
To	to	PART	TO	9	O
describe	describe	VERB	VB	5	O
a	a	DET	DT	5	O
case	case	NOUN	NN	5	O
of	of	ADP	IN	5	O
propylthiouracil	propylthiouracil	NOUN	NN	0	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induce	VERB	VBN	3	O
vasculitis	vasculitis	NOUN	NN	5	B-Disease
manifesting	manifest	VERB	VBG	5	O
with	with	ADP	IN	5	O
pericarditis	pericarditis	NOUN	NN	5	B-Disease
.	.	PUNCT	.	9	O

METHODS	method	NOUN	NNS	2	O
:	:	PUNCT	:	9	O
We	-PRON-	PRON	PRP	9	O
present	present	VERB	VBP	9	O
the	the	DET	DT	5	O
first	first	ADJ	JJ	9	O
case	case	NOUN	NN	5	O
report	report	NOUN	NN	5	O
of	of	ADP	IN	5	O
a	a	DET	DT	5	O
woman	woman	NOUN	NN	5	O
with	with	ADP	IN	5	O
hyperthyroidism	hyperthyroidism	NOUN	NN	5	B-Disease
treated	treat	VERB	VBN	3	O
with	with	ADP	IN	5	O
propylthiouracil	propylthiouracil	NOUN	NN	0	B-Chemical
in	in	ADP	IN	5	O
whom	whom	PRON	WP	5	O
a	a	DET	DT	5	O
syndrome	syndrome	NOUN	NN	5	O
of	of	ADP	IN	5	O
pericarditis	pericarditis	NOUN	NN	5	B-Disease
,	,	PUNCT	,	9	O
fever	fever	NOUN	NN	5	B-Disease
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
glomerulonephritis	glomerulonephritis	NOUN	NN	3	B-Disease
developed	develop	VERB	VBN	5	O
.	.	PUNCT	.	9	O

Serologic	serologic	ADJ	JJ	9	O
testing	testing	NOUN	NN	5	O
and	and	CCONJ	CC	5	O
immunologic	immunologic	ADJ	JJ	9	O
studies	study	NOUN	NNS	9	O
were	be	VERB	VBD	9	O
done	do	VERB	VBN	9	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
a	a	DET	DT	5	O
pericardial	pericardial	ADJ	JJ	5	O
biopsy	biopsy	NOUN	NN	5	O
was	be	VERB	VBD	9	O
performed	perform	VERB	VBN	9	O
.	.	PUNCT	.	9	O

RESULTS	RESULTS	PROPN	NNP	9	O
:	:	PUNCT	:	9	O
A	a	DET	DT	9	O
25	25	NUM	CD	9	O
-	-	PUNCT	HYPH	7	O
year	year	NOUN	NN	5	O
-	-	PUNCT	HYPH	7	O
old	old	ADJ	JJ	5	O
woman	woman	NOUN	NN	5	O
with	with	ADP	IN	5	O
Graves	Graves	PROPN	NNP	5	B-Disease
'	'	PART	POS	9	I-Disease
disease	disease	NOUN	NN	5	I-Disease
had	have	VERB	VBD	9	O
a	a	DET	DT	5	O
febrile	febrile	ADJ	JJ	5	B-Disease
illness	illness	NOUN	NN	5	I-Disease
and	and	CCONJ	CC	5	O
evidence	evidence	NOUN	NN	9	O
of	of	ADP	IN	5	O
pericarditis	pericarditis	NOUN	NN	5	B-Disease
,	,	PUNCT	,	9	O
which	which	DET	WDT	5	O
was	be	VERB	VBD	9	O
confirmed	confirm	VERB	VBN	9	O
by	by	ADP	IN	9	O
biopsy	biopsy	NOUN	NN	5	O
.	.	PUNCT	.	9	O

Serologic	serologic	ADJ	JJ	9	O
evaluation	evaluation	NOUN	NN	5	O
revealed	reveal	VERB	VBD	9	O
the	the	DET	DT	5	O
presence	presence	NOUN	NN	9	O
of	of	ADP	IN	5	O
perinuclear	perinuclear	NOUN	NN	3	O
-	-	PUNCT	HYPH	7	O
staining	stain	VERB	VBG	3	O
antineutrophil	antineutrophil	NOUN	NN	3	O
cytoplasmic	cytoplasmic	ADJ	JJ	3	O
autoantibodies	autoantibody	NOUN	NNS	3	O
(	(	PUNCT	-LRB-	9	O
pANCA	pANCA	PROPN	NNP	3	O
)	)	PUNCT	-RRB-	9	O
against	against	ADP	IN	9	O
myeloperoxidase	myeloperoxidase	NOUN	NN	0	O
(	(	PUNCT	-LRB-	9	O
MPO	MPO	PROPN	NNP	0	O
)	)	PUNCT	-RRB-	9	O
.	.	PUNCT	.	9	O

Propylthiouracil	propylthiouracil	NOUN	NN	0	B-Chemical
therapy	therapy	NOUN	NN	5	O
was	be	VERB	VBD	9	O
withdrawn	withdraw	VERB	VBN	9	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
she	-PRON-	PRON	PRP	5	O
was	be	VERB	VBD	9	O
treated	treat	VERB	VBN	3	O
with	with	ADP	IN	5	O
a	a	DET	DT	5	O
1	1	NUM	CD	9	O
-	-	PUNCT	HYPH	7	O
month	month	NOUN	NN	5	O
course	course	NOUN	NN	5	O
of	of	ADP	IN	5	O
prednisone	prednisone	NOUN	NN	0	B-Chemical
,	,	PUNCT	,	9	O
which	which	DET	WDT	5	O
alleviated	alleviate	VERB	VBD	9	O
her	-PRON-	DET	PRP$	5	O
symptoms	symptom	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

A	a	DET	DT	9	O
literature	literature	NOUN	NN	5	O
review	review	NOUN	NN	5	O
revealed	reveal	VERB	VBD	9	O
no	no	DET	DT	9	O
prior	prior	ADJ	JJ	9	O
reports	report	NOUN	NNS	9	O
of	of	ADP	IN	5	O
pericarditis	pericarditis	NOUN	NN	5	B-Disease
in	in	ADP	IN	5	O
anti	anti	ADJ	JJ	3	O
