,	,	PUNCT	,	9	O
three	three	NUM	CD	9	O
of	of	ADP	IN	5	O
whom	whom	PRON	WP	5	O
were	be	VERB	VBD	9	O
reported	report	VERB	VBN	9	O
previously	previously	ADV	RB	9	O
.	.	PUNCT	.	9	O

Six	six	NUM	CD	9	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
patients	patient	NOUN	NNS	5	O
were	be	VERB	VBD	9	O
no	no	ADV	RB	9	O
longer	longer	ADV	RBR	5	O
receiving	receive	VERB	VBG	9	O
vigabatrin	vigabatrin	NOUN	NN	0	B-Chemical
.	.	PUNCT	.	9	O

METHODS	method	NOUN	NNS	2	O
:	:	PUNCT	:	9	O
The	the	DET	DT	5	O
central	central	ADJ	JJ	5	O
and	and	CCONJ	CC	5	O
peripheral	peripheral	ADJ	JJ	9	O
fields	field	NOUN	NNS	5	O
were	be	VERB	VBD	9	O
examined	examine	VERB	VBN	9	O
with	with	ADP	IN	5	O
the	the	DET	DT	5	O
Humphrey	Humphrey	PROPN	NNP	6	O
Visual	Visual	PROPN	NNP	5	O
Field	Field	PROPN	NNP	9	O
Analyzer	Analyzer	PROPN	NNP	0	O
.	.	PUNCT	.	9	O

Full	full	ADJ	JJ	9	O
visual	visual	ADJ	JJ	5	O
electrophysiology	electrophysiology	NOUN	NN	5	O
,	,	PUNCT	,	9	O
including	include	VERB	VBG	9	O
flash	flash	NOUN	NN	5	O
electroretinography	electroretinography	NOUN	NN	5	O
(	(	PUNCT	-LRB-	9	O
ERG	ERG	PROPN	NNP	3	O
)	)	PUNCT	-RRB-	9	O
,	,	PUNCT	,	9	O
pattern	pattern	NOUN	NN	9	O
electroretinography	electroretinography	NOUN	NN	5	O
,	,	PUNCT	,	9	O
multifocal	multifocal	ADJ	JJ	5	O
ERG	ERG	PROPN	NNP	3	O
using	use	VERB	VBG	9	O
the	the	DET	DT	5	O
VERIS	VERIS	PROPN	NNP	5	O
system	system	NOUN	NN	5	O
,	,	PUNCT	,	9	O
electro	electro	NOUN	NN	5	O
-	-	PUNCT	HYPH	7	O
oculography	oculography	NOUN	NN	5	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
flash	flash	NOUN	NN	5	O
and	and	CCONJ	CC	5	O
pattern	pattern	VERB	VB	9	O
visual	visual	ADJ	JJ	5	O
evoked	evoke	VERB	VBN	5	O
potentials	potential	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
was	be	VERB	VBD	9	O
undertaken	undertake	VERB	VBN	5	O
.	.	PUNCT	.	9	O

RESULTS	RESULTS	PROPN	NNP	9	O
:	:	PUNCT	:	9	O
Seven	seven	NUM	CD	9	O
patients	patient	NOUN	NNS	5	O
showed	show	VERB	VBD	9	O
marked	mark	VERB	VBN	9	O
visual	visual	ADJ	JJ	5	B-Disease
field	field	NOUN	NN	5	I-Disease
constriction	constriction	NOUN	NN	5	I-Disease
with	with	ADP	IN	5	O
some	some	DET	DT	5	O
sparing	sparing	NOUN	NN	5	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
temporal	temporal	ADJ	JJ	5	O
visual	visual	ADJ	JJ	5	O
field	field	NOUN	NN	5	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
eighth	eighth	ADJ	JJ	5	O
exhibited	exhibit	VERB	VBN	9	O
concentric	concentric	ADJ	JJ	5	O
constriction	constriction	NOUN	NN	5	O
.	.	PUNCT	.	9	O

Most	Most	ADJ	JJS	5	O
electrophysiological	electrophysiological	ADJ	JJ	5	O
responses	response	NOUN	NNS	5	O
were	be	VERB	VBD	9	O
usually	usually	ADV	RB	5	O
just	just	ADV	RB	5	O
within	within	ADP	IN	9	O
normal	normal	ADJ	JJ	9	O
limits	limit	NOUN	NNS	5	O
;	;	PUNCT	:	9	O
two	two	NUM	CD	5	O
patients	patient	NOUN	NNS	5	O
had	have	VERB	VBD	9	O
subnormal	subnormal	ADJ	JJ	5	O
Arden	Arden	PROPN	NNP	6	O
electro	electro	NOUN	NN	5	O
-	-	PUNCT	HYPH	7	O
oculography	oculography	NOUN	NN	5	O
indices	index	NOUN	NNS	5	O
;	;	PUNCT	:	9	O
and	and	CCONJ	CC	5	O
one	one	NUM	CD	5	O
patient	patient	NOUN	NN	5	O
showed	show	VERB	VBD	9	O
an	an	DET	DT	5	O
abnormally	abnormally	ADV	RB	9	O
delayed	delay	VERB	VBN	9	O
photopic	photopic	NOUN	NN	5	O
b	b	PUNCT	LS	9	O
wave	wave	NOUN	NN	5	O
.	.	PUNCT	.	9	O

However	however	ADV	RB	9	O
,	,	PUNCT	,	9	O
five	five	NUM	CD	9	O
patients	patient	NOUN	NNS	5	O
showed	show	VERB	VBD	9	O
delayed	delay	VERB	VBN	9	O
30	30	NUM	CD	9	O
-	-	SYM	SYM	7	O
Hz	hz	NOUN	NN	5	O
flicker	flicker	NOUN	NN	5	O
b	b	NOUN	NN	9	O
waves	wave	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
seven	seven	NUM	CD	9	O
patients	patient	NOUN	NNS	5	O
showed	show	VERB	VBD	9	O
delayed	delay	VERB	VBN	9	O
oscillatory	oscillatory	ADJ	JJ	5	O
potentials	potential	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

Multifocal	multifocal	ADJ	JJ	7	O
ERG	ERG	PROPN	NNP	3	O
showed	show	VERB	VBD	9	O
abnormalities	abnormality	NOUN	NNS	9	O
that	that	ADP	IN	5	O
sometimes	sometimes	ADV	RB	5	O
correlated	correlate	VERB	VBD	9	O
with	with	ADP	IN	5	O
the	the	DET	DT	5	O
visual	visual	ADJ	JJ	5	O
field	field	NOUN	NN	5	O
appearance	appearance	NOUN	NN	9	O
and	and	CCONJ	CC	5	O
confirmed	confirm	VERB	VBD	9	O
that	that	ADP	IN	5	O
the	the	DET	DT	5	O
deficit	deficit	NOUN	NN	5	O
occurs	occur	VERB	VBZ	9	O
at	at	ADP	IN	9	O
the	the	DET	DT	5	O
retinal	retinal	ADJ	JJ	5	O
level	level	NOUN	NN	9	O
.	.	PUNCT	.	9	O

CONCLUSION	conclusion	NOUN	NN	5	O
:	:	PUNCT	:	9	O
Marked	mark	VERB	VBN	9	O
visual	visual	ADJ	JJ	5	B-Disease
field	field	NOUN	NN	5	I-Disease
constriction	constriction	NOUN	NN	5	I-Disease
appears	appear	VERB	VBZ	9	O
to	to	PART	TO	5	O
be	be	VERB	VB	5	O
associated	associate	VERB	VBN	9	O
with	with	ADP	IN	5	O
vigabatrin	vigabatrin	NOUN	NN	0	B-Chemical
therapy	therapy	NOUN	NN	5	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
field	field	NOUN	NN	5	O
defects	defect	NOUN	NNS	9	O
and	and	CCONJ	CC	5	O
some	some	DET	DT	5	O
electrophysiological	electrophysiological	ADJ	JJ	5	O
abnormalities	abnormality	NOUN	NNS	9	O
persist	persist	VERB	VBP	5	O
when	when	ADV	WRB	5	O
vigabatrin	vigabatrin	ADJ	JJ	0	B-Chemical
therapy	therapy	NOUN	NN	5	O
is	be	VERB	VBZ	5	O
withdrawn	withdraw	VERB	VBN	9	O
.	.	PUNCT	.	9	O

Myocardial	myocardial	ADJ	JJ	9	B-Disease
ischemia	ischemia	NOUN	NN	9	I-Disease
due	due	ADJ	JJ	5	O
to	to	ADP	IN	5	O
coronary	coronary	ADJ	JJ	5	B-Disease
artery	artery	NOUN	NN	5	I-Disease
spasm	spasm	NOUN	NNS	5	I-Disease
during	during	ADP	IN	5	O
dobutamine	dobutamine	NOUN	NN	5	B-Chemical
stress	stress	NOUN	NN	9	O
echocardiography	echocardiography	NOUN	NN	5	O
.	.	PUNCT	.	9	O

Dobutamine	dobutamine	NOUN	NN	0	B-Chemical
stress	stress	NOUN	NN	9	O
echocardiography	echocardiography	NOUN	NN	5	O
(	(	PUNCT	-LRB-	9	O
DSE	DSE	PROPN	NNP	9	O
)	)	PUNCT	-RRB-	9	O
is	be	VERB	VBZ	5	O
a	a	DET	DT	5	O
useful	useful	ADJ	JJ	5	O
and	and	CCONJ	CC	5	O
safe	safe	ADJ	JJ	5	O
provocation	provocation	NOUN	NN	5	O
test	test	NOUN	NN	5	O
for	for	ADP	IN	5	O
myocardial	myocardial	ADJ	JJ	9	B-Disease
ischemia	ischemia	NOUN	NN	9	I-Disease
.	.	PUNCT	.	9	O

Until	until	ADP	IN	5	O
now	now	ADV	RB	5	O
,	,	PUNCT	,	9	O
the	the	DET	DT	5	O
test	test	NOUN	NN	5	O
has	have	VERB	VBZ	9	O
been	be	VERB	VBN	9	O
focused	focus	VERB	VBN	5	O
only	only	ADV	RB	9	O
on	on	ADP	IN	5	O
the	the	DET	DT	5	O
organic	organic	ADJ	JJ	0	O
lesion	lesion	NOUN	NN	5	O
in	in	ADP	IN	5	O
the	the	DET	DT	5	O
coronary	coronary	ADJ	JJ	5	O
artery	artery	NOUN	NN	5	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
positive	positive	ADJ	JJ	9	O
DSE	DSE	PROPN	NNP	9	O
has	have	VERB	VBZ	9	O
indicated	indicate	VERB	VBN	9	O
the	the	DET	DT	5	O
presence	presence	NOUN	NN	9	O
of	of	ADP	IN	5	O
significant	significant	ADJ	JJ	9	O
fixed	fix	VERB	VBN	9	O
coronary	coronary	ADJ	JJ	5	B-Disease
artery	artery	NOUN	NN	5	I-Disease
stenosis	stenosis	NOUN	NN	5	I-Disease
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
aim	aim	NOUN	NN	5	O
of	of	ADP	IN	5	O
the	the	DET	DT	5	O
present	present	ADJ	JJ	9	O
study	study	NOUN	NN	9	O
is	be	VERB	VBZ	5	O
to	to	PART	TO	5	O
examine	examine	VERB	VB	9	O
whether	whether	ADP	IN	9	O
myocardial	myocardial	ADJ	JJ	9	B-Disease
ischemia	ischemia	NOUN	NN	9	I-Disease
due	due	ADP	IN	5	O
to	to	ADP	IN	5	O
coronary	coronary	ADJ	JJ	5	B-Disease
spasm	spasm	NOUN	NNS	5	I-Disease
is	be	VERB	VBZ	5	O
induced	induce	VERB	VBN	3	O
by	by	ADP	IN	9	O
dobutamine	dobutamine	NOUN	NN	5	B-Chemical
.	.	PUNCT	.	9	O

We	-PRON-	PRON	PRP	9	O
performed	perform	VERB	VBD	9	O
DSE	DSE	PROPN	NNP	9	O
on	on	ADP	IN	5	O
51	51	NUM	CD	7	O
patients	patient	NOUN	NNS	5	O
with	with	ADP	IN	5	O
coronary	coronary	ADJ	JJ	5	B-Disease
spastic	spastic	ADJ	JJ	5	I-Disease
angina	angina	NOUN	NN	5	I-Disease
but	but	CCONJ	CC	9	O
without	without	ADP	IN	9	O
significant	significant	ADJ	JJ	9	O
fixed	fix	VERB	VBN	9	O
coronary	coronary	ADJ	JJ	5	B-Disease
artery	artery	NOUN	NN	5	I-Disease
stenosis	stenosis	NOUN	NN	5	I-Disease
.	.	PUNCT	.	9	O

All	all	DET	DT	9	O
patients	patient	NOUN	NNS	5	O
had	have	VERB	VBD	9	O
anginal	anginal	ADJ	JJ	5	B-Disease
attacks	attack	NOUN	NNS	5	O
at	at	ADP	IN	9	O
rest	rest	NOUN	NN	5	O
with	with	ADP	IN	5	O
ST	ST	PROPN	NNP	9	O
elevation	elevation	NOUN	NN	9	O
on	on	ADP	IN	5	O
the	the	DET	DT	5	O
electrocardiogram	electrocardiogram	NOUN	NN	5	O
(	(	PUNCT	-LRB-	9	O
variant	variant	ADJ	JJ	1	B-Disease
angina	angina	NOUN	NN	5	I-Disease
)	)	PUNCT	-RRB-	9	O
.	.	PUNCT	.	9	O

Coronary	coronary	ADJ	JJ	5	O
spasm	spasm	NOUN	NNS	5	O
was	be	VERB	VBD	9	O
induced	induce	VERB	VBN	3	O
by	by	ADP	IN	9	O
intracoronary	intracoronary	ADJ	JJ	5	O
injection	injection	NOUN	NN	9	O
of	of	ADP	IN	5	O
acetylcholine	acetylcholine	NOUN	NN	0	B-Chemical
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
no	no	DET	DT	9	O
fixed	fix	VERB	VBN	9	O
coronary	coronary	ADJ	JJ	5	B-Disease
artery	artery	NOUN	NN	5	I-Disease
stenosis	stenosis	NOUN	NN	5	I-Disease
was	be	VERB	VBD	9	O
documented	document	VERB	VBN	9	O
on	on	ADP	IN	5	O
angiograms	angiogram	NOUN	NNS	5	O
in	in	ADP	IN	5	O
all	all	DET	DT	5	O
patients	patient	NOUN	NNS	5	O
.	.	PUNCT	.	9	O

DSE	DSE	PROPN	NNP	9	O
was	be	VERB	VBD	9	O
performed	perform	VERB	VBN	9	O
with	with	ADP	IN	5	O
intravenous	intravenous	ADJ	JJ	0	O
dobutamine	dobutamine	NOUN	NN	5	B-Chemical
infusion	infusion	NOUN	NN	0	O
with	with	ADP	IN	5	O
an	an	DET	DT	5	O
incremental	incremental	ADJ	JJ	5	O
doses	dose	NOUN	NNS	0	O
of	of	ADP	IN	5	O
5	5	NUM	CD	9	O
,	,	PUNCT	,	9	O
10	10	NUM	CD	9	O
,	,	PUNCT	,	9	O
20	20	NUM	CD	9	O
,	,	PUNCT	,	9	O
30	30	NUM	CD	9	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
40	40	NUM	CD	9	O
microg	microg	NOUN	NN	0	O
/	/	SYM	SYM	9	O
kg	kg	NOUN	NN	0	O
/	/	SYM	SYM	9	O
min	min	NOUN	NN	0	O
every	every	DET	DT	5	O
5	5	NUM	CD	9	O
minutes	minute	NOUN	NNS	0	O
.	.	PUNCT	.	9	O

Of	of	ADP	IN	9	O
the	the	DET	DT	5	O
51	51	NUM	CD	7	O
patients	patient	NOUN	NNS	5	O
,	,	PUNCT	,	9	O
7	7	NUM	CD	9	O
patients	patient	NOUN	NNS	5	O
showed	show	VERB	VBD	9	O
asynergy	asynergy	ADV	RB	5	O
with	with	ADP	IN	5	O
ST	ST	PROPN	NNP	9	O
elevation	elevation	NOUN	NN	9	O
.	.	PUNCT	.	9	O

All	all	DET	DT	9	O
7	7	NUM	CD	9	O
patients	patient	NOUN	NNS	5	O
(	(	PUNCT	-LRB-	9	O
13	13	NUM	CD	7	O
.	.	PUNCT	.	9	O
7	7	NUM	CD	9	O
%	%	NOUN	NN	9	O
)	)	PUNCT	-RRB-	9	O
had	have	VERB	VBD	9	O
chest	chest	NOUN	NN	5	B-Disease
pain	pain	NOUN	NN	5	I-Disease
during	during	ADP	IN	5	O
asynergy	asynergy	NOUN	NN	5	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
both	both	DET	DT	9	O
chest	chest	NOUN	NN	5	B-Disease
pain	pain	NOUN	NN	5	I-Disease
and	and	CCONJ	CC	5	O
electrocardiographic	electrocardiographic	ADJ	JJ	5	O
changes	change	NOUN	NNS	9	O
were	be	VERB	VBD	9	O
preceded	precede	VERB	VBN	9	O
by	by	ADP	IN	9	O
asynergy	asynergy	NOUN	NN	5	O
.	.	PUNCT	.	9	O

These	these	DET	DT	5	O
findings	finding	NOUN	NNS	9	O
indicate	indicate	VERB	VBP	9	O
that	that	ADP	IN	5	O
dobutamine	dobutamine	NOUN	NN	5	B-Chemical
can	can	VERB	MD	5	O
provoke	provoke	VERB	VB	9	O
coronary	coronary	ADJ	JJ	5	B-Disease
spasm	spasm	NOUN	NNS	5	I-Disease
in	in	ADP	IN	5	O
some	some	DET	DT	5	O
patients	patient	NOUN	NNS	5	O
with	with	ADP	IN	5	O
coronary	coronary	ADJ	JJ	5	B-Disease
spastic	spastic	ADJ	JJ	5	I-Disease
angina	angina	NOUN	NN	5	I-Disease
.	.	PUNCT	.	9	O

When	when	ADV	WRB	9	O
DSE	DSE	PROPN	NNP	9	O
is	be	VERB	VBZ	5	O
performed	perform	VERB	VBN	9	O
to	to	PART	TO	5	O
evaluate	evaluate	VERB	VB	9	O
coronary	coronary	ADJ	JJ	5	B-Disease
artery	artery	NOUN	NN	5	I-Disease
disease	disease	NOUN	NN	5	I-Disease
,	,	PUNCT	,	9	O
not	not	ADV	RB	5	O
only	only	ADV	RB	9	O
fixed	fix	VERB	VBN	9	O
coronary	coronary	ADJ	JJ	5	B-Disease
stenosis	stenosis	NOUN	NN	5	I-Disease
,	,	PUNCT	,	9	O
but	but	CCONJ	CC	9	O
also	also	ADV	RB	9	O
coronary	coronary	ADJ	JJ	5	B-Disease
spasm	spasm	NOUN	NNS	5	I-Disease
should	should	VERB	MD	5	O
be	be	VERB	VB	5	O
considered	consider	VERB	VBN	5	O
as	as	ADP	IN	5	O
a	a	DET	DT	5	O
genesis	genesis	NOUN	NN	9	O
of	of	ADP	IN	5	O
asynergy	asynergy	NOUN	NN	5	O
.	.	PUNCT	.	9	O

Effect	effect	NOUN	NN	0	O
of	of	ADP	IN	5	O
intravenous	intravenous	ADJ	JJ	0	O
metoprolol	metoprolol	NOUN	NN	0	B-Chemical
or	or	CCONJ	CC	5	O
intravenous	intravenous	ADJ	JJ	0	O
metoprolol	metoprolol	NOUN	NN	0	B-Chemical
plus	plus	CCONJ	CC	9	O
glucagon	glucagon	NOUN	NN	3	O
on	on	ADP	IN	5	O
dobutamine	dobutamine	NOUN	NN	5	B-Chemical
-	-	PUNCT	HYPH	7	O
induced	induce	VERB	VBN	3	O
myocardial	myocardial	ADJ	JJ	9	B-Disease
ischemia	ischemia	NOUN	NN	9	I-Disease
.	.	PUNCT	.	9	O

STUDY	study	NOUN	NN	2	O
OBJECTIVE	OBJECTIVE	PROPN	NNP	2	O
:	:	PUNCT	:	9	O
To	to	PART	TO	9	O
determine	determine	VERB	VB	9	O
the	the	DET	DT	5	O
effect	effect	NOUN	NN	9	O
of	of	ADP	IN	5	O
metoprolol	metoprolol	NOUN	NN	0	B-Chemical
on	on	ADP	IN	5	O
dobutamine	dobutamine	NOUN	NN	5	B-Chemical
stress	stress	NOUN	NN	9	O
testing	testing	NOUN	NN	5	O
with	with	ADP	IN	5	O
technetium	technetium	NOUN	NN	0	B-Chemical
-	-	PUNCT	:	7	I-Chemical
99m	99m	NOUN	NNS	0	I-Chemical
sestamibi	sestamibi	VERB	VBP	0	I-Chemical
single	single	ADJ	JJ	9	O
-	-	PUNCT	HYPH	7	O
photon	photon	NOUN	NN	5	O
emission	emission	NOUN	NN	0	O
computed	compute	VERB	VBD	5	O
tomography	tomography	NOUN	NN	5	O
imaging	image	VERB	VBG	5	O
and	and	CCONJ	CC	5	O
ST	ST	PROPN	NNP	9	O
-	-	PUNCT	HYPH	7	O
segment	segment	NOUN	NN	9	O
monitoring	monitoring	NOUN	NN	5	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
to	to	PART	TO	5	O
assess	assess	VERB	VB	5	O
the	the	DET	DT	5	O
impact	impact	NOUN	NN	5	O
of	of	ADP	IN	5	O
intravenous	intravenous	ADJ	JJ	0	O
glucagon	glucagon	NOUN	NN	3	O
on	on	ADP	IN	5	O
metoprolol	metoprolol	NOUN	NN	0	B-Chemical
'	'	PUNCT	''	9	O
s	s	PART	POS	9	O
effects	effect	NOUN	NNS	9	O
.	.	PUNCT	.	9	O

DESIGN	design	NOUN	NN	2	O
:	:	PUNCT	:	9	O
Randomized	randomize	VERB	VBN	5	O
,	,	PUNCT	,	9	O
double	double	ADJ	JJ	9	O
-	-	PUNCT	HYPH	7	O
blind	blind	ADJ	JJ	5	O
,	,	PUNCT	,	9	O
placebo	placebo	NOUN	NN	9	O
-	-	PUNCT	HYPH	7	O
controlled	control	VERB	VBN	5	O
trial	trial	NOUN	NN	5	O
.	.	PUNCT	.	9	O

SETTING	setting	NOUN	NN	2	O
:	:	PUNCT	:	9	O
Community	community	NOUN	NN	2	O
hospital	hospital	NOUN	NN	5	O
.	.	PUNCT	.	9	O

PATIENTS	PATIENTS	PROPN	NNP	2	O
:	:	PUNCT	:	9	O
Twenty	twenty	NUM	CD	9	O
-	-	PUNCT	HYPH	7	O
two	two	NUM	CD	5	O
patients	patient	NOUN	NNS	5	O
with	with	ADP	IN	5	O
known	know	VERB	VBN	9	O
reversible	reversible	ADJ	JJ	9	O
perfusion	perfusion	NOUN	NN	5	O
defects	defect	NOUN	NNS	9	O
.	.	PUNCT	.	9	O

INTERVENTION	intervention	NOUN	NN	2	O
:	:	PUNCT	:	9	O
Patients	patient	NOUN	NNS	5	O
underwent	undergo	VERB	VBD	5	O
dobutamine	dobutamine	NOUN	NN	5	B-Chemical
stress	stress	NOUN	NN	9	O
tests	test	NOUN	NNS	5	O
per	per	ADP	IN	9	O
standard	standard	ADJ	JJ	5	O
protocol	protocol	NOUN	NN	9	O
.	.	PUNCT	.	9	O

Before	before	ADP	IN	9	O
dobutamine	dobutamine	NOUN	NN	5	B-Chemical
was	be	VERB	VBD	9	O
begun	begin	VERB	VBN	5	O
,	,	PUNCT	,	9	O
no	no	DET	DT	9	O
therapy	therapy	NOUN	NN	5	O
was	be	VERB	VBD	9	O
given	give	VERB	VBN	5	O
during	during	ADP	IN	5	O
the	the	DET	DT	5	O
first	first	ADJ	JJ	9	O
visit	visit	NOUN	NN	5	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
patients	patient	NOUN	NNS	5	O
were	be	VERB	VBD	9	O
randomized	randomize	VERB	VBN	5	O
on	on	ADP	IN	5	O
subsequent	subsequent	ADJ	JJ	9	O
visits	visit	NOUN	NNS	5	O
to	to	PART	TO	5	O
receive	receive	VERB	VB	5	O
metoprolol	metoprolol	NOUN	NN	0	B-Chemical
or	or	CCONJ	CC	5	O
metoprolol	metoprolol	NOUN	NN	0	B-Chemical
plus	plus	CCONJ	CC	9	O
glucagon	glucagon	ADJ	JJ	3	O
1	1	NUM	CD	9	O
mg	mg	NOUN	NN	0	O
.	.	PUNCT	.	9	O

Metoprolol	Metoprolol	PROPN	NNP	0	B-Chemical
was	be	VERB	VBD	9	O
dosed	dose	VERB	VBN	0	O
to	to	PART	TO	5	O
achieve	achieve	VERB	VB	5	O
a	a	DET	DT	5	O
resting	rest	VERB	VBG	5	O
predobutamine	predobutamine	NOUN	NN	_	B-Chemical
heart	heart	NOUN	NN	5	O
rate	rate	NOUN	NN	9	O
below	below	ADP	IN	9	O
65	65	NUM	CD	7	O
beats	beat	NOUN	NNS	5	O
/	/	SYM	SYM	9	O
minute	minute	NOUN	NN	5	O
or	or	CCONJ	CC	5	O
a	a	DET	DT	5	O
total	total	ADJ	JJ	9	O
intravenous	intravenous	ADJ	JJ	0	O
dose	dose	NOUN	NN	9	O
of	of	ADP	IN	5	O
20	20	NUM	CD	9	O
mg	mg	NOUN	NN	0	O
.	.	PUNCT	.	9	O

MEASUREMENTS	measurement	NOUN	NNS	2	O
AND	and	CCONJ	CC	2	O
MAIN	main	ADJ	JJ	2	O
RESULTS	RESULTS	PROPN	NNP	9	O
:	:	PUNCT	:	9	O
Metoprolol	Metoprolol	PROPN	NNP	0	B-Chemical
reduced	reduce	VERB	VBD	9	O
maximum	maximum	ADJ	JJ	5	O
heart	heart	NOUN	NN	5	O
rate	rate	NOUN	NN	9	O
31	31	NUM	CD	7	O
%	%	NOUN	NN	9	O
,	,	PUNCT	,	9	O
summed	sum	VERB	VBN	5	O
stress	stress	NOUN	NN	9	O
scores	score	VERB	VBZ	5	O
29	29	NUM	CD	7	O
%	%	NOUN	NN	9	O
,	,	PUNCT	,	9	O
and	and	CCONJ	CC	5	O
summed	sum	VERB	VBN	5	O
difference	difference	NOUN	NN	9	O
scores	score	VERB	VBZ	5	O
43	43	NUM	CD	7	O
%	%	NOUN	NN	9	O
versus	versus	ADP	IN	9	O
control	control	NOUN	NN	9	O
.	.	PUNCT	.	9	O

Metoprolol	Metoprolol	PROPN	NNP	0	B-Chemical
plus	plus	CCONJ	CC	9	O
glucagon	glucagon	NOUN	NN	3	O
also	also	ADV	RB	9	O
reduced	reduce	VERB	VBD	9	O
the	the	DET	DT	5	O
maximum	maximum	ADJ	JJ	5	O
heart	heart	NOUN	NN	5	O
rate	rate	NOUN	NN	9	O
29	29	NUM	CD	7	O
%	%	NOUN	NN	9	O
versus	versus	ADP	IN	9	O
control	control	NOUN	NN	9	O
.	.	PUNCT	.	9	O

Summed	sum	VERB	VBN	5	O
stress	stress	NOUN	NN	9	O
and	and	CCONJ	CC	5	O
summed	sum	VERB	VBN	5	O
difference	difference	NOUN	NN	9	O
scores	score	NOUN	NNS	5	O
were	be	VERB	VBD	9	O
not	not	ADV	RB	5	O
significantly	significantly	ADV	RB	9	O
reduced	reduce	VERB	VBN	9	O
,	,	PUNCT	,	9	O
although	although	ADP	IN	9	O
they	-PRON-	PRON	PRP	5	O
were	be	VERB	VBD	9	O
18	18	NUM	CD	7	O
%	%	NOUN	NN	9	O
and	and	CCONJ	CC	5	O
30	30	NUM	CD	9	O
%	%	NOUN	NN	9	O
lower	low	ADJ	JJR	9	O
,	,	PUNCT	,	9	O
respectively	respectively	ADV	RB	9	O
,	,	PUNCT	,	9	O
than	than	ADP	IN	5	O
control	control	NOUN	NN	9	O
.	.	PUNCT	.	9	O

No	no	DET	DT	9	O
significant	significant	ADJ	JJ	9	O
differences	difference	NOUN	NNS	9	O
were	be	VERB	VBD	9	O
found	find	VERB	VBN	9	O
in	in	ADP	IN	5	O
any	any	DET	DT	5	O
parameter	parameter	NOUN	NN	5	O
between	between	ADP	IN	5	O
metoprolol	metoprolol	NOUN	NN	0	B-Chemical
and	and	CCONJ	CC	5	O
metoprolol	metoprolol	NOUN	NN	0	B-Chemical
-	-	PUNCT	HYPH	7	O
glucagon	glucagon	NOUN	NN	3	O
.	.	PUNCT	.	9	O

CONCLUSION	conclusion	NOUN	NN	5	O
:	:	PUNCT	:	9	O
During	during	ADP	IN	5	O
dobutamine	dobutamine	NOUN	NN	5	B-Chemical
stress	stress	NOUN	NN	9	O
testing	testing	NOUN	NN	5	O
,	,	PUNCT	,	9	O
metoprolol	metoprolol	NOUN	NN	0	B-Chemical
attenuates	attenuate	NOUN	NNS	3	O
or	or	CCONJ	CC	5	O
eliminates	eliminate	VERB	VBZ	9	O
evidence	evidence	NOUN	NN	9	O
of	of	ADP	IN	5	O
myocardial	myocardial	ADJ	JJ	9	B-Disease
ischemia	ischemia	NOUN	NN	9	I-Disease
.	.	PUNCT	.	9	O

Glucagon	Glucagon	PROPN	NNP	0	O
1	1	NUM	CD	9	O
mg	mg	NOUN	NN	0	O
,	,	PUNCT	,	9	O
although	although	ADP	IN	9	O
somewhat	somewhat	ADV	RB	5	O
effective	effective	ADJ	JJ	5	O
,	,	PUNCT	,	9	O
does	do	VERB	VBZ	9	O
not	not	ADV	RB	5	O
correct	correct	VERB	VB	5	O
this	this	DET	DT	5	O
effect	effect	NOUN	NN	9	O
to	to	ADP	IN	5	O
the	the	DET	DT	5	O
extent	extent	NOUN	NN	9	O
that	that	ADP	IN	5	O
it	-PRON-	PRON	PRP	5	O
can	can	VERB	MD	5	O
be	be	VERB	VB	5	O
administered	administer	VERB	VBN	9	O
clinically	clinically	ADV	RB	5	O
.	.	PUNCT	.	9	O

Evidence	evidence	NOUN	NN	9	O
of	of	ADP	IN	5	O
functional	functional	ADJ	JJ	9	O
somatotopy	somatotopy	NOUN	NN	5	O
in	in	ADP	IN	5	O
GPi	GPi	NOUN	NNS	5	O
from	from	ADP	IN	9	O
results	result	NOUN	NNS	9	O
of	of	ADP	IN	5	O
pallidotomy	pallidotomy	NOUN	NN	5	O
.	.	PUNCT	.	9	O

The	the	DET	DT	5	O
objective	objective	NOUN	NN	5	O
of	of	ADP	IN	5	O
this	this	DET	DT	5	O
study	study	NOUN	NN	9	O
was	be	VERB	VBD	9	O
to	to	PART	TO	5	O
explore	explore	VERB	VB	5	O
the	the	DET	DT	5	O
